question_id,TBS,QBS,tradeduration,SumofPrevious,questionduration,DaystoClose,categoryid
5,1.36E-14,0,0.002777778,230.3409722,326.63628,96.29530778,2
5,0.000200001,0,0.003472222,230.3444444,326.63628,96.29183556,2
5,0.004999995,0,0.028472222,230.3729167,326.63628,96.26336334,2
5,0.007199989,1.00E-05,0.558333333,230.93125,326.63628,95.70503001,2
5,0.003200004,0,0.342361111,231.2736111,326.63628,95.3626689,2
5,0.001799998,1.00E-05,0.980555556,232.2541667,326.63628,94.38211334,2
5,0.004999998,0,0.089583333,232.34375,326.63628,94.29253001,2
5,0.006058177,0,0.15625,232.5,326.63628,94.13628001,2
5,0.006058177,0,0.249305556,232.7493055,326.63628,93.88697445,2
5,0.00500001,6.00E-05,4.125694444,236.875,326.63628,89.76128001,2
5,0.003199991,0,0.495138889,237.3701389,326.63628,89.26614112,2
5,0.001799998,0,0.034027778,237.4041667,326.63628,89.23211334,2
5,0.000799999,0,0.013194444,237.4173611,326.63628,89.2189189,2
5,0.001434504,0,0.081944444,237.4993055,326.63628,89.13697445,2
5,0.0002,0,6.142361111,243.6416667,326.63628,82.99461334,2
5,0.0002,0,0.276388889,243.9180555,326.63628,82.71822445,2
5,0.0002,0,0.129861111,244.0479167,326.63628,82.58836334,2
5,0.0002,0,0.063194444,244.1111111,326.63628,82.5251689,2
5,0.000248459,0,0.265972222,244.3770833,326.63628,82.25919668,2
5,0.000248459,0,0.056944444,244.4340278,326.63628,82.20225223,2
5,0.005995107,0.00011,6.149305556,250.5833333,326.63628,76.05294668,2
5,0.005995107,1.00E-05,0.289583333,250.8729167,326.63628,75.76336334,2
5,0.005995107,0,0.063888889,250.9368055,326.63628,75.69947445,2
5,0.005995107,0,0.009027778,250.9458333,326.63628,75.69044668,2
5,0.005995107,0,0.154166667,251.1,326.63628,75.53628001,2
5,0.005995107,0,0.190277778,251.2902778,326.63628,75.34600223,2
5,0.005945555,0,0.120138889,251.4104167,326.63628,75.22586334,2
5,0.005866351,0,0.019444444,251.4298611,326.63628,75.2064189,2
5,0.00093947,0,0.032638889,251.4625,326.63628,75.17378001,2
5,0.001071427,7.00E-05,22.48125,273.94375,326.63628,52.69253001,2
5,0.005000004,0.00017,11.13888889,285.0826389,326.63628,41.55364112,2
5,0.001250002,0,0.002083333,285.0847222,326.63628,41.55155779,2
