trade_id,NONZERO,question_id,difftime_tradedays,TBS
10624,0,12,0.07297,0.028800002
10694,0,12,1.4787,0.115199976
11175,0,12,0.33406,0.028799995
11297,0,12,0.00152,0.009122901
11298,0,12,0.00034,0.009122901
11299,0,12,0.25347,0.028800001
11441,0,12,0.32955,0.016199999
12129,0,12,0.14277,0.028800001
12624,0,12,0.00153,0.0288
12644,0,12,0.00645,0.276807597
12705,0,12,0.06107,0.162365412
12940,0,12,0.02845,0.028799998
13025,0,12,2.66302,0.0338
14329,0,12,0.99998,0.145573639
14614,0,12,0.07146,0.143815495
14623,0,12,0.03478,0.12500003
14788,0,12,0.00065,0.125000015
14803,0,12,0.03953,0.10125
14884,0,12,0.06103,0.090312513
15056,0,12,0.01525,0.088548944
15130,0,12,0.01078,0.08422024
15206,0,12,0.06494,0.08422024
15391,0,12,0.03665,0.082096571
15436,0,12,0.11439,0.057799993
15688,0,12,0.0698,0.057799993
15991,0,12,0.00866,0.139719446
16082,0,12,0.85207,0.217853199
16512,0,12,0.01019,0.028800001
16558,0,12,1.44252,0.05119999
16823,0,12,0.02883,0.057799997
16866,0,12,0.33608,0.064800025
17183,0,12,0.00505,0.321018153
17190,0,12,0.10831,0.244999972
17531,0,12,0.00706,0.151249934
17583,0,12,0.16331,0.033799977
18059,0,12,0.05204,0.033799977
18231,0,12,0.00596,0.021953805
18294,0,12,0.00849,0.08191968
18375,0,12,0.10207,0.062625107
18690,0,12,1.49382,0.113742321
18972,0,12,0.24606,0.096130952
19094,0,12,1.57932,0.087880401
19477,0,12,0.08826,0.083893932
19587,0,12,0.07533,0.082267621
19769,0,12,0.0642,0.062239085
19901,0,12,0.01959,0.057799997
19978,0,12,0.00078,0.088200004
19988,0,12,0.08827,0.088200004
20734,0,12,0.08059,0.064800007
21052,0,12,0.00578,0.058643768
21109,0,12,0.01829,0.054886955
21303,0,12,0.01413,0.063003959
21446,0,12,0.15744,0.067463578
21997,0,12,0.03742,0.116964523
22075,0,12,0.03083,0.057800007
22179,0,12,0.66529,0.036449997
22771,0,12,1.5746,0.05119999
23503,0,12,0.05704,0.0648
23581,0,12,0.00447,0.0722
23588,0,12,0.18093,0.064800007
23800,0,12,0.03262,0.05119999
24034,0,12,0.01931,0.054219614
24168,0,12,0.0203,0.0578
24252,0,12,0.04071,0.0578
24617,0,12,0.0758,0.0578
24953,0,12,0.14181,0.0648
25579,0,12,0.02056,0.3488112
25871,0,12,0.04465,0.293607155
26196,0,12,0.06692,0.145799989
26287,0,12,0.09014,0.045
26394,0,12,0.0374,0.045
26590,0,12,0.00288,0.101249964
26609,0,12,0.00388,0.262812464
26645,0,12,0.55403,0.371953142
26731,0,12,0.03863,0.23120002
26796,0,12,0.30627,0.217800026
26859,0,12,0.91559,0.550397027
26940,0,12,0.69157,0.2592
26972,0,12,0.00393,0.1568
26979,0,12,0.06111,0.0968
26997,0,12,0.20178,0.01999999
27105,0,12,0.24101,0.045000012
27149,0,12,0.12225,0.039200014
27402,0,12,0.00137,0.1058
27405,0,12,0.10722,0.045000012
27571,0,12,0.06355,0.048624223
27591,0,12,0.04623,0.0578
27688,0,12,0.02759,0.044999997
27761,0,12,0.07527,0.028799989
28001,0,12,0.03344,0.024199987
28143,0,12,0.02421,0.024199987
28251,0,12,0.08642,0.019999992
28749,0,12,0.0688,0.0162
28915,0,12,0.00041,0.019999992
28917,0,12,0.00063,0.024200002
28920,0,12,0.00626,0.028800001
28938,0,12,0.00841,0.015648249
29004,0,12,0.00491,0.067714002
29052,0,12,0.03452,0.136332927
29543,0,12,0.0023,0.452572798
29579,0,12,0.0039,0.2738
29643,0,12,0.00054,0.245
29652,0,12,0.00366,0.18
29711,0,12,0.01795,0.1682
29898,0,12,0.0059,0.145800022
29930,0,12,0.00755,0.125000015
29971,0,12,0.00185,0.080000008
29980,0,12,0.14399,0.105800014
30452,0,12,0.00168,0.114719638
30475,0,12,0.52759,0.121822736
31335,0,12,0.36481,0.080000016
31525,0,12,0.00952,0.057799993
31531,0,12,1.24044,0.08
32156,0,12,0.21926,0.088199992
32586,0,12,0.09676,0.080000012
32928,0,12,0.11764,0.096799978
33387,0,12,0.24541,0.088200004
34221,0,12,0.09263,0.096799987
35357,0,12,0.06543,0.057799986
35694,0,12,0.00561,0.058779342
35740,0,12,0.01079,0.058779342
35884,0,12,0.0001,0.088200008
35886,0,12,0.00019,0.156800017
35888,0,12,0.00627,0.18
35977,0,12,0.01412,0.125000015
36238,0,12,0.03211,0.148001529
36858,0,12,0.01684,0.099430502
37203,0,12,0.00048,0.099098956
37215,0,12,0.47608,0.100225941
38123,0,12,0.01164,0.08
38160,0,12,0.00285,0.08
38170,0,12,0.0018,1.28
38176,0,12,0.28087,0.08
38709,0,12,1.72563,0.096800004
40696,0,12,0.2743,0.045000012
40951,0,12,0.00074,2.00E-04
40952,-1,12,0.77237,2.00E-08
60,0,13,0.04706,0.02
99,0,13,0.00009,0.02
101,0,13,0.01278,0.012376992
113,0,13,1.22054,0.003199996
237,0,13,0.86262,0.131213642
285,0,13,5.14804,0.094840751
346,0,13,4.94616,0.051199981
438,0,13,1.38597,0.033799995
498,0,13,1.92044,0.012799997
566,0,13,2.56199,0.120378647
606,0,13,15.21197,0.105800023
848,0,13,3.73459,0.092450022
962,0,13,0.53035,0.0587228
1163,0,13,0.42533,0.111086184
1199,0,13,0.02929,0.074372919
1205,0,13,0.94705,0.043904469
1307,0,13,0.49956,0.043904469
1414,0,13,0.75679,0.033800008
1476,0,13,0.04214,0.021100336
1484,0,13,4.79152,0.064800007
1713,0,13,0.00032,0.080000008
1714,0,13,16.43232,0.096800013
2411,0,13,3.58299,0.107860524
2710,0,13,2.16009,0.091514544
2756,0,13,2.09722,0.092190948
2779,0,13,1.14354,0.188927172
2863,0,13,3.86436,0.156799983
2960,0,13,2.05807,0.159797354
2999,0,13,3.76275,0.153933134
3208,0,13,0.00027,0.157103874
3209,0,13,3.16171,0.157103874
3376,0,13,0.04142,0.100955352
3399,0,13,0.98047,0.100955393
3573,0,13,0.13925,0.090173345
3603,0,13,1.7441,0.09017343
3806,0,13,0.89458,0.084092137
3822,0,13,0.50627,0.305485196
3850,0,13,0.47946,0.312477513
3881,0,13,1.3581,0.194048676
3974,0,13,1.09159,0.194048664
4013,0,13,0.0014,0.020000006
4014,0,13,2.60426,0.024200009
4120,0,13,0.2438,0.021730307
4143,0,13,0.23666,0.021478733
4156,0,13,0.01038,0.020732716
4175,0,13,0.00264,0.020732764
4178,0,13,0.00114,0.020364703
4179,0,13,0.00033,0.020181936
4180,0,13,0.02995,0.012800005
4196,0,13,0.00052,0.007426244
4197,0,13,0.83667,0.004403369
4257,0,13,0.00344,4.57E-05
4259,0,13,0.00017,0.005490095
4260,0,13,0.00312,4.57E-05
4269,0,13,0.24268,4.57E-05
4271,0,13,0.18538,0.000800089
4275,0,13,0.00055,0.001800002
4276,0,13,0.18971,0.000800005
4305,0,13,0.4984,0.000800005
4322,0,13,0.00169,0.000799997
4330,0,13,0.0017,0.000800003
4333,0,13,0.00007,0.000800003
4334,0,13,0.72472,0.000800003
4372,0,13,0.22241,0.064799881
4375,0,13,0.00005,0.044007117
4376,0,13,0.00006,0.030352401
4377,0,13,0.00005,0.021247929
4378,0,13,0.00006,0.015088133
4379,0,13,0.00033,0.0150881
4380,0,13,0.00007,0.010861787
4381,0,13,0.00005,0.007922773
4382,0,13,0.00008,0.013274601
4383,0,13,0.00006,0.009605327
4384,0,13,0.00041,0.007040824
4386,-1,13,0.68393,0.007040801
1007,0,14,32.23074,0.605
2777,0,14,27.27449,0.605
4391,0,14,0.00034,0.605
4393,0,14,0.00206,0.605
4405,0,14,2.64382,0.605
4496,0,14,6.40204,0.605
4851,0,14,0.00035,0.605
4856,0,14,0.00525,0.605
4875,0,14,47.87541,0.605
8162,0,14,0.02439,0.36721473
8166,0,14,14.42432,0.320000032
9192,0,14,0.00016,0.244999986
9193,0,14,0.14162,0.151249989
9251,0,14,2.0081,0.462699182
9615,0,14,6.76082,0.583200022
12019,0,14,0.20193,0.583200022
12709,0,14,0.05673,0.3528
12918,0,14,0.33966,0.08
13855,0,14,2.35642,0.179999988
14336,0,14,1.08207,0.320000032
14633,0,14,0.1287,0.316418947
15072,0,14,0.05728,0.310579745
15278,0,14,1.11087,0.125
16511,0,14,0.00703,0.080000016
16543,0,14,1.83013,0.125000015
17212,0,14,0.26565,0.08
18072,0,14,0.16714,0.08
18686,0,14,3.31941,0.245000084
19473,0,14,0.11357,0.245000014
19640,0,14,0.05069,0.240271972
19771,0,14,0.10585,0.139601885
20317,0,14,0.1482,0.145799989
21064,0,14,0.00547,0.131948402
21117,0,14,0.00794,0.157980431
21205,0,14,0.02738,0.151373555
21468,0,14,0.15591,0.149109536
22011,0,14,0.02873,0.111886817
22071,0,14,0.00646,0.095276449
22074,0,14,0.00859,0.019999999
22089,0,14,2.24265,0.045000012
23435,0,14,0.07758,0.019999999
23583,0,14,0.00384,0.039200014
23590,0,14,0.18217,0.064800032
23812,0,14,0.04205,0.0968
24101,0,14,0.03948,0.100562774
24314,0,14,0.03002,0.100562774
24618,0,14,0.06803,0.100562774
24938,0,14,0.14947,0.115199976
25578,0,14,0.02216,0.2738
25889,0,14,0.13073,0.35616627
26339,0,14,0.06958,0.23120002
26397,0,14,0.0458,0.23120002
26671,0,14,2.5045,0.145800022
26973,0,14,0.19394,0.096799991
27051,0,14,0.42909,0.088200004
27389,0,14,0.11528,0.096799987
27570,0,14,0.06409,0.095442059
27594,0,14,0.07285,0.1058
27757,0,14,0.03707,0.080000016
27875,0,14,0.03774,0.088200017
27998,0,14,0.03376,0.1152
28137,0,14,0.18718,0.1152
28936,0,14,0.00839,0.06182249
29000,0,14,0.00484,0.113200414
29046,0,14,0.03302,0.195575945
29515,0,14,0.03679,0.512791511
29939,0,14,0.00526,0.18
29963,0,14,0.14619,0.156800017
30431,0,14,0.00436,0.15295517
30505,0,14,0.01568,0.159428228
30606,0,14,0.00039,0.164594084
30610,0,14,0.05524,0.162540187
31242,0,14,2.37585,0.18
32861,0,14,0.09806,0.156800017
33200,0,14,0.02418,0.18
33333,0,14,0.2649,0.1682
34453,0,14,0.14979,0.1568
35746,0,14,0.03051,0.1568
36226,0,14,0.03183,0.181635669
36848,0,14,0.01751,0.117451264
37196,-1,14,4.4196,0.117056989
1415,0,15,0.6077,0.771458026
1448,0,15,34.9821,0.771458026
2964,0,15,1.33415,0.62839997
3003,0,15,6.92505,0.61353579
3380,0,15,0.77185,0.786090387
3470,0,15,0.39026,0.7860905
3614,0,15,0.00323,0.7860907
3629,0,15,0.64885,0.786090775
3725,0,15,10.0047,0.752682563
4292,0,15,1.46087,0.495609451
4403,0,15,4.02529,0.495609451
4630,0,15,5.02061,0.717362288
4850,0,15,0.00044,0.717362288
4857,0,15,0.00272,0.717362288
4870,0,15,0.00244,0.717362288
4874,0,15,3.03516,0.717362288
5134,0,15,6.97341,0.717362324
5471,0,15,22.23811,0.717362324
7052,0,15,8.18652,0.9248
7402,0,15,24.04035,0.5
9612,0,15,3.47223,0.405
9895,0,15,0.41978,0.281249978
9958,0,15,0.35027,0.165312477
10463,0,15,0.00396,0.477719187
10468,0,15,0.1971,0.244999972
10729,0,15,0.69227,0.15125
10929,0,15,1.35227,0.2178
11461,0,15,0.11215,0.200392636
11641,0,15,0.19292,0.404999964
12118,0,15,0.16344,0.539142077
12640,0,15,0.10305,0.743227136
13062,0,15,2.28875,0.72000018
14303,0,15,0.36747,0.744199841
14330,0,15,1.07182,0.732049952
14627,0,15,0.22681,0.737757252
15393,0,15,0.05796,0.737757252
15458,0,15,0.02095,0.613116186
15534,0,15,0.09693,0.364382091
15743,0,15,0.046,0.352800017
16014,0,15,0.00004,0.449254011
16016,0,15,0.00012,0.546039137
16018,0,15,0.00005,0.641105385
16019,0,15,2.32472,0.679980549
16858,0,15,0.27786,0.696200071
17068,0,15,0.09167,0.6498
17207,0,15,0.09823,0.378449974
17538,0,15,0.11057,0.207724304
17830,0,15,0.01319,0.112511646
17869,0,15,0.04527,0.148860817
18074,0,15,0.05004,0.111779074
18224,0,15,0.00322,0.271149645
18265,0,15,0.00374,0.270634286
18293,0,15,0.00862,0.19305278
18377,0,15,0.05366,0.315704735
18515,0,15,0.0471,0.402579352
18683,0,15,1.49236,0.280240859
18968,0,15,0.23742,0.164925533
19084,0,15,1.59059,0.309812975
19476,0,15,0.10999,0.309812975
19629,0,15,0.05362,0.304018911
19768,0,15,0.06832,0.174294121
19909,0,15,0.01531,0.168199977
19977,0,15,0.00155,0.2312
19996,0,15,0.02138,0.2312
20321,0,15,0.00954,0.204799955
20451,0,15,0.0177,0.222665332
20607,0,15,0.31543,0.142399438
21998,0,15,0.00049,0.222332992
22003,0,15,0.06868,0.18
22186,0,15,0.6716,0.10125
22779,0,15,1.5652,0.2048
23495,0,15,0.19974,0.125
23692,0,15,0.04593,0.135200026
23809,0,15,0.03276,0.1568
24049,0,15,0.05092,0.155083229
24330,0,15,0.02825,0.155083229
24620,0,15,0.07434,0.155083229
24950,0,15,0.14167,0.179999988
25571,0,15,0.00178,0.5
25584,0,15,0.02136,0.32
25882,0,15,0.11136,0.40414154
26291,0,15,0.12583,0.125
26580,0,15,0.00313,0.281250023
26602,0,15,0.00421,0.382812526
26642,0,15,0.95697,0.27195311
26883,0,15,1.54992,0.320000064
26974,0,15,0.01768,0.3528
26984,0,15,0.04738,0.259199986
26998,0,15,0.56405,0.320000032
27401,0,15,0.00223,0.540800083
27406,0,15,0.13714,0.3528
27576,0,15,0.03363,0.348070796
27595,0,15,0.04611,0.369800034
27689,0,15,0.10307,0.32
28003,0,15,0.02906,0.288800023
28130,0,15,0.02854,0.288800023
28255,0,15,0.08795,0.273799978
28761,0,15,0.07275,0.259200072
28929,0,15,0.01637,0.134406758
29071,0,15,0.03305,0.215765
29548,0,15,0.04135,0.118560078
29967,0,15,0.14521,0.156800017
30440,0,15,0.03132,0.152955137
30721,0,15,0.03603,0.156871453
31100,0,15,0.74355,0.1458
31496,0,15,0.06624,0.245000014
31513,0,15,1.20585,0.2048
31973,0,15,0.2806,0.245000014
32582,0,15,0.08677,0.2312
32858,0,15,0.12061,0.3698
33315,0,15,0.34405,0.320000032
35344,0,15,0.07312,0.441799972
35748,0,15,0.00742,0.441799972
35850,0,15,0.02354,0.5832
36240,0,15,0.03121,0.54944094
36846,0,15,0.68884,0.355285706
38471,0,15,0.02238,0.605
38546,0,15,0.08865,0.125
38736,0,15,1.24188,0.18
40350,0,15,0.4,0.18
40586,0,15,0.00179,0.024199997
40593,-1,15,0.24317,0.048049997
482,0,16,20.19475,0.72
850,0,16,3.56505,0.6728
1006,0,16,0.03916,0.858712988
1059,0,16,0.37868,1.040571991
1159,0,16,11.57876,1.040571904
1896,0,16,0.00007,0.744374958
1897,0,16,0.00004,0.522448311
1898,0,16,7.58955,0.371916004
2144,0,16,12.74878,0.3872
2808,0,16,4.90983,0.3872
2961,0,16,7.63226,0.540800021
3266,0,16,14.51431,0.744200098
4373,0,16,0.11633,0.992458212
4397,0,16,0.00113,0.992458212
4402,0,16,2.64452,0.992458212
4499,0,16,0.2231,0.992458212
4532,0,16,6.17819,1.015821004
4849,0,16,0.00063,1.015821004
4858,0,16,0.00503,1.015821004
4873,0,16,2.60243,1.015821004
5081,0,16,10.11885,0.844999974
5778,0,16,9.68376,0.844999974
6563,0,16,2.01238,1.051249971
6672,0,16,21.00633,1.05125
7850,0,16,2.46295,0.97999972
8164,0,16,0.00062,0.600766295
8165,0,16,5.77383,0.370092647
8494,0,16,0.00043,0.266574217
8495,0,16,8.65878,0.170393473
9190,0,16,2.15344,0.120975328
9613,0,16,3.89022,0.0882
9955,0,16,0.07293,0.084049992
10023,0,16,2.51917,0.063012493
11440,0,16,0.48052,0.045000012
12704,0,16,0.03487,0.101249964
12864,0,16,0.05581,0.180000024
13032,0,16,0.3066,0.1922
13861,0,16,2.35624,0.393920288
14339,0,16,1.08087,0.55211762
14631,0,16,0.12817,0.545814135
15067,0,16,0.20223,0.535539225
15578,0,16,0.10715,0.420870646
15993,0,16,0.00005,0.541288036
15995,0,16,0.00005,0.436438961
15997,0,16,0.85918,0.545020389
16510,0,16,1.74387,0.12499997
17065,0,16,0.0924,0.18
17206,0,16,0.09629,0.10125
17532,0,16,0.00442,0.371654087
17555,0,16,0.00291,0.072200004
17585,0,16,0.16415,0.02
18077,0,16,0.16545,0.02
18680,0,16,1.49645,0.079999996
18973,0,16,0.23901,0.045629124
19089,0,16,0.00539,0.211929679
19093,0,16,1.57919,0.138086886
19468,0,16,0.11186,0.138086886
19634,0,16,0.05287,0.14536178
19770,0,16,0.06358,0.088029512
19900,0,16,0.01862,0.096799978
19962,0,16,0.17188,0.064799982
21062,0,16,0.00545,0.09673267
21115,0,16,0.00795,0.120367244
21203,0,16,0.01048,0.115333344
21314,0,16,0.0167,0.125911997
21466,0,16,0.15197,0.124028784
21978,0,16,0.04803,0.100812565
22088,0,16,1.94648,0.296755961
23218,0,16,0.00101,0.244999972
23222,0,16,0.24194,0.18
23280,0,16,0.07311,0.1682
23504,0,16,0.05631,0.051199994
23579,0,16,0.12957,0.064799996
23670,0,16,0.05564,0.156800017
23797,0,16,0.0445,0.217800053
24103,0,16,0.02958,0.215359188
24262,0,16,0.02126,0.215359188
24459,0,16,0.01861,0.265098073
24622,0,16,0.11998,0.265098073
25032,0,16,0.00158,0.17999997
25048,0,16,0.09597,0.125
25582,0,16,0.022,0.436802883
25890,0,16,0.20015,0.436802883
26395,0,16,0.99728,0.436802883
26880,0,16,1.74652,0.369800034
27050,0,16,0.42934,0.244999972
27387,0,16,0.12253,0.259199986
27574,0,16,0.05668,0.25565538
27590,0,16,0.11098,0.2592
27877,0,16,0.04261,0.23119998
28013,0,16,0.01309,0.217800026
28060,0,16,0.00045,0.180000084
28065,0,16,0.00041,0.12500003
28068,0,16,0.00092,0.080000008
28076,0,16,0.00095,0.0648
28088,0,16,0.00073,0.0578
28090,0,16,0.00413,0.051200003
28111,0,16,0.00128,0.045000012
28119,0,16,0.00367,0.039257547
28131,0,16,0.02821,0.039257547
28256,0,16,0.01361,0.045
28348,0,16,0.00531,0.040726015
28384,0,16,0.02223,0.045000006
28511,0,16,0.02605,0.08
28667,0,16,0.01017,0.088199992
28723,0,16,0.00019,0.072199992
28725,0,16,0.00012,0.064800007
28726,0,16,0.07703,0.057799997
28916,0,16,0.00044,0.0512
28918,0,16,0.00511,0.045000009
28927,0,16,0.0083,0.023123
28988,0,16,0.00647,0.039199997
29050,0,16,0.03534,0.099287344
29554,0,16,0.00176,0.350874666
29583,0,16,0.00361,0.273800044
29639,0,16,0.00065,0.244999972
29650,0,16,0.00097,0.2178
29668,0,16,0.00188,0.204800032
29698,0,16,0.00085,0.179999994
29709,0,16,0.00106,0.168199977
29744,0,16,0.01731,0.156800017
29901,0,16,0.01245,0.145800022
29966,0,16,0.00264,0.18
29981,0,16,0.00026,0.135200026
29983,0,16,0.12733,0.105800055
30346,0,16,0.01534,0.115200043
30437,0,16,0.00018,0.135199964
30442,0,16,0.05313,0.112375245
31006,0,16,0.02204,0.125
31243,0,16,0.11481,0.135200026
31271,0,16,0.39359,0.145800022
31392,0,16,0.00033,0.125000015
31396,0,16,0.00074,0.105799995
31402,0,16,1.75972,0.080000008
32439,0,16,0.10808,0.096800013
32872,0,16,0.00461,0.1058
32909,0,16,0.0917,0.10411633
33195,0,16,0.2722,0.080000008
34202,0,16,0.02819,0.1568
34627,0,16,0.00492,0.0968
34668,0,16,0.13397,0.1058
35747,0,16,0.0312,0.1058
36249,0,16,0.03065,0.12763192
36835,0,16,0.02158,0.283217077
37265,0,16,0.36832,0.125
37897,0,16,0.42132,0.115200005
38783,0,16,0.00197,0.096800004
38786,0,16,0.94149,0.088200017
39997,0,16,0.10072,0.389642584
40128,0,16,0.58325,0.079999956
40581,0,16,0.07809,0.045000009
40692,0,16,0.0452,0.028800001
40741,-1,16,1.863,0.004999995
111,0,17,0.08715,0.32
135,0,17,0.09023,0.219164211
144,0,17,1.01552,0.019999994
230,0,17,12.02274,0.013687541
453,0,17,0.08877,0.116545921
483,0,17,0.47778,0.076596154
507,0,17,0.21081,0.076596976
516,0,17,0.91764,0.0474735
538,0,17,5.37029,0.053595514
632,-2,17,8.48696,0.125000015
440,0,19,0.05099,1.280000128
447,0,19,0.21611,0.98000007
452,0,19,2.28126,0.610046058
562,0,19,0.77969,1.247336695
575,0,19,2.75992,0.18000006
615,0,19,3.19844,0.164202372
