trade_id,NONZERO,question_id,difftime_tradedays,TBS
102369,0,360,0.12313,0.165585134
102598,0,360,0.8213,0.09580681
102907,0,360,0.08161,0.068031963
103017,0,360,0.27468,0.309700374
103233,0,360,0.57215,0.597882115
103461,0,360,0.03988,0.50000009
103485,0,360,0.01729,0.405
103501,0,360,0.26079,0.605
103690,0,360,0.12137,0.405
103751,0,360,0.04112,0.156799983
103878,0,360,0.26328,0.115200005
104214,0,360,0.00518,0.08
104222,0,360,0.01871,0.096800004
104240,0,360,0.03741,0.1058
104283,0,360,0.01679,0.124999995
104343,0,360,0.00177,0.1458
104346,0,360,1.79027,0.12500003
105211,0,360,0.36874,0.2178
105470,0,360,2.1001,0.204800032
106264,0,360,0.06145,0.12500003
106268,0,360,0.02213,0.13520001
106273,0,360,1.05154,0.18
106627,0,360,0.36386,0.125000015
106682,0,360,0.05327,0.1682
106738,0,360,1.12695,0.145800022
106993,0,360,0.00443,0.1352
106994,0,360,0.34075,1.12499991
107094,0,360,0.00006,0.952200166
107095,0,360,0.00039,0.793799962
107096,0,360,0.00279,0.604999978
107097,0,360,0.01132,0.319999984
107105,0,360,0.07697,0.50000009
107203,0,360,0.32773,0.079999996
107220,0,360,0.01679,0.096800004
107221,0,360,0.07683,0.009800007
107247,0,360,0.04709,0.005085699
107262,0,360,0.01298,0.08
107280,0,360,0.00106,0.004999996
107281,0,360,0.02728,0.007199999
107286,0,360,0.0565,0.039200014
107295,0,360,0.03881,0.045000012
107305,0,360,0.0111,0.028800001
107316,0,360,0.12378,0.016199999
107326,0,360,0.00021,0.005
107327,0,360,0.00087,0.016199998
107331,0,360,0.00009,0.005
107332,0,360,0.00031,0.016199998
107334,0,360,0.00009,0.005
107335,0,360,0.0002,0.016199998
107336,0,360,0.00015,0.005
107337,0,360,0.00028,0.016199998
107338,0,360,0.00005,0.005
107339,0,360,0.00021,0.016199998
107340,0,360,0.00008,0.005
107341,0,360,0.16458,0.016199998
107368,0,360,0.84468,0.019999994
107526,0,360,0.12462,0.01125
107550,0,360,0.047,0.016200005
107562,0,360,0.0362,0.005
107579,0,360,0.50117,0.020000002
107649,0,360,0.05888,0.01125
107659,0,360,0.51862,0.009800001
107707,0,360,0.56812,0.0128
107793,0,360,0.09318,0.006458571
107819,0,360,0.00007,0.003322524
107821,0,360,0.00243,0.012799998
107846,0,360,0.80136,0.007247171
108037,0,360,0.08908,0.005
108047,0,360,0.1284,0.0128
108061,0,360,1.19765,0.0072
108128,0,360,0.52579,0.009800001
108135,0,360,0.0408,0.004902482
108149,0,360,0.00015,0.002459865
108150,0,360,0.00228,0.009799999
108155,0,360,0.54165,0.00508788
108224,0,360,0.34365,0.0072
108228,0,360,0.17501,0.005
108258,0,360,0.2329,0.002502686
108289,0,360,0.00011,0.001275958
108290,0,360,0.00064,0.005
108291,0,360,0.13886,0.0026188
108295,0,360,0.49629,0.005
108315,0,360,0.05943,0.00251982
108321,0,360,0.00012,0.00126148
108322,0,360,0.00054,0.005
108326,0,360,0.00014,0.002561747
108327,0,360,0.53802,0.001321315
108402,0,360,1.48381,0.003199997
108488,0,360,0.9972,0.001602591
108618,0,360,0.01769,0.008231368
108691,0,360,0.1724,0.0032
108709,0,360,0.2409,0.001613382
108772,0,360,0.52937,0.000852065
108806,0,360,0.24022,0.007277069
108934,0,360,0.03285,0.003957497
108957,0,360,0.00491,2.00E-04
108973,0,360,0.09536,8.00E-04
109067,0,360,0.66566,2.00E-04
109164,0,360,0.34474,8.00E-04
109187,0,360,0.86952,2.00E-04
109407,0,360,0.00096,0.00605
109413,0,360,0.07236,0.005
109570,0,360,0.0087,0.002504206
109593,0,360,0.04375,0.001306524
109606,0,360,0.04064,0.000664066
109612,0,360,28.66209,2.00E-04
114455,0,360,0.07122,8.00E-04
114469,0,360,4.36492,2.00E-04
115050,0,360,10.84868,8.00E-04
117702,0,360,4.01749,8.00E-04
118472,0,360,1.45945,0.0018
118693,0,360,4.90756,0.000968475
119751,0,360,0.1397,0.173015972
119755,0,360,0.01638,0.080000008
119770,0,360,0.04535,0.045
119776,0,360,0.00742,0.005
119782,0,360,0.08475,0.003199997
119827,0,360,4.99184,0.001800002
120375,0,360,0.14195,0.019999994
120465,0,360,0.00001,0.004999999
120466,0,360,0.04397,0.019999984
120479,0,360,4.88605,0.005
121053,-1,360,4.00419,2.00E-12
4444,0,361,0.9795,0.2178
4471,0,361,1.08475,0.23120002
4539,0,361,9.70545,0.220956572
5161,0,361,64.90267,0.215758371
10014,0,361,2.88684,0.139629559
12261,0,361,0.50599,0.17011367
13762,0,361,3.65262,0.17011367
15331,0,361,0.21114,0.120857413
15803,0,361,2.85813,0.125884283
17741,0,361,0.00704,0.125884283
17752,0,361,0.18017,0.172018604
18291,0,361,3.90847,0.088199992
21629,0,361,0.13031,0.090372001
21972,0,361,2.27141,0.1152
23346,0,361,4.43453,0.1058
28503,0,361,0.39877,0.115200005
30840,0,361,0.93299,0.119406573
31554,0,361,0.00658,0.431475603
31564,0,361,1.43798,0.387200026
32723,0,361,0.13068,0.441800056
33202,0,361,0.3336,0.405000045
35070,0,361,0.12985,0.405000045
36161,0,361,0.02778,0.404999595
36719,0,361,0.00961,0.418032737
36840,0,361,0.00033,0.540800146
36851,0,361,0.00133,0.520200051
36877,0,361,0.01848,0.540799917
37241,0,361,1.3933,0.568578098
39497,0,361,1.22183,0.34710083
40829,0,361,1.36579,0.2738
41940,0,361,0.01501,0.276937331
42262,0,361,3.51004,0.279554152
43065,0,361,1.18085,0.273800089
43426,0,361,9.69859,0.125
48043,0,361,1.24516,0.2312
48781,0,361,11.51196,0.15679991
51551,0,361,0.37791,0.156799888
53105,0,361,0.08566,0.105800009
53839,0,361,0.05161,0.216162001
54443,0,361,0.10357,0.229094537
55398,0,361,0.01704,0.278408101
55647,0,361,0.02056,0.278718084
55906,0,361,2.09862,0.259200029
58728,0,361,0.14713,0.260583615
59094,0,361,4.29521,0.270563515
61157,0,361,0.63942,0.2738
64440,0,361,0.06284,0.2592
64981,0,361,6.07849,0.288799977
67393,0,361,0.53468,0.288799977
69118,0,361,0.04814,0.321214823
69274,0,361,0.10038,0.332436786
70141,0,361,0.07338,0.332493907
70686,0,361,0.00239,0.332493907
70702,0,361,0.00113,0.332493907
70706,0,361,0.07508,0.332493907
70994,0,361,0.03046,0.332493907
71281,0,361,6.35224,0.332862364
74605,0,361,0.03195,0.332862364
74843,0,361,0.09273,0.332862364
75291,0,361,0.20152,0.332862364
75944,0,361,0.01662,0.332862364
75981,0,361,0.15189,0.332862364
76611,0,361,0.10072,0.333188632
76801,0,361,22.68403,0.333188632
82913,0,361,0.03725,0.244999972
82925,0,361,17.77548,0.319999936
85889,0,361,38.51427,0.719999952
90893,0,361,0.00485,0.019999991
90897,0,361,0.62227,0.005000002
90926,0,361,5.49914,0.005000002
91632,0,361,4.49776,0.007199993
94114,0,361,0.0004,0.004077933
94116,0,361,6.04655,0.001800007
96068,-11,361,17.93874,1.90E-12
4895,0,372,0.37846,0.571645985
4942,0,372,0.00015,0.436761113
4943,0,372,1.08189,0.436761113
5045,0,372,1.26823,0.436761113
5130,0,372,10.88487,0.436761113
5923,0,372,2.40922,0.217800013
6089,0,372,5.27731,0.235966913
6364,0,372,0.1628,0.235966913
6459,0,372,0.1604,0.135527403
6514,0,372,2.47724,0.289039145
6665,0,372,1.13054,0.387338524
6744,0,372,0.22157,0.273858226
6781,0,372,2.06569,0.275480135
6932,0,372,0.91556,0.270681962
6956,0,372,0.35999,0.266635131
6958,0,372,0.43144,0.374222233
6965,0,372,0.28109,0.348187256
6970,0,372,3.60766,0.348187256
7115,0,372,1.68436,0.622116337
7180,0,372,0.30535,0.453885127
7193,0,372,4.40944,0.284804354
7346,0,372,0.38974,0.29130295
7362,0,372,1.04702,0.141322257
7510,0,372,1.58608,0.080000016
7692,0,372,0.03016,0.125
7699,0,372,2.89282,0.115200005
7874,0,372,2.71292,0.076050004
8215,0,372,12.11167,0.1225125
8959,0,372,0.75843,0.279378103
9000,0,372,1.176,0.217800026
9270,0,372,1.2763,0.109995518
9518,0,372,0.03041,0.1922
9532,0,372,0.90869,0.217800026
9668,0,372,1.9791,0.128315838
9813,0,372,1.21145,0.115200038
9886,0,372,0.4516,0.0968
9972,0,372,0.00598,0.338247927
9983,0,372,0.06276,0.32906075
10034,0,372,0.23058,0.61120164
10372,0,372,0.00077,0.50000009
10375,0,372,0.00773,0.359925242
10399,0,372,0.00987,0.319999776
10434,0,372,0.00262,0.170494013
10448,0,372,0.00039,0.239411912
10449,0,372,0.05627,0.239411884
10508,0,372,0.13686,0.167428049
10710,0,372,0.70223,0.119723769
10880,0,372,0.05195,0.077880997
10952,0,372,0.02868,0.028799981
10964,0,372,0.42279,0.088200004
11091,0,372,0.55335,0.064799978
11260,0,372,0.26124,0.039199997
11361,0,372,0.0144,0.039200006
11374,0,372,0.07954,0.057799997
11477,0,372,0.21925,0.110449911
11985,0,372,0.15761,0.110449958
12448,0,372,0.00029,0.115200038
12449,0,372,0.05167,0.12500003
12725,0,372,0.03119,0.101250108
12861,0,372,0.00272,0.088200034
12867,0,372,0.02448,0.423200074
12936,0,372,0.01954,0.319999984
12986,0,372,0.03682,0.288799954
13163,0,372,0.30553,0.180000162
14066,0,372,3.53173,0.093774847
15042,0,372,0.06011,0.124999985
15258,0,372,0.03569,0.079999984
15388,0,372,0.22443,0.17999985
16031,0,372,0.17451,0.007199993
16211,0,372,0.00219,0.024351557
16214,0,372,2.12993,0.080000016
16818,0,372,0.64396,0.088200017
18014,0,372,1.84483,0.019999996
19057,0,372,1.21359,0.019999991
19386,0,372,0.63049,0.045000006
19835,0,372,0.18687,0.088199958
20941,0,372,0.00919,0.04500003
20966,0,372,0.07624,0.080000028
21538,0,372,2.75497,0.1019319
24187,0,372,0.00137,0.064800029
24196,0,372,0.0292,0.125
24357,0,372,0.14412,0.120674109
25018,0,372,0.09834,0.120674153
25572,0,372,0.00106,0.148324197
25577,0,372,0.05294,0.176958347
26127,0,372,1.72593,0.21211033
26919,0,372,0.00042,0.168199977
26920,0,372,0.00535,0.168199988
26924,0,372,0.00032,0.007199999
26925,0,372,1.53141,0.106491065
27183,0,372,0.47873,0.088200008
28339,0,372,0.18152,0.125000045
29337,0,372,0.00295,0.095447743
29379,0,372,0.19355,0.119541391
30387,0,372,0.04275,0.131131081
30816,0,372,0.01968,0.1299457
31032,0,372,2.29274,0.12500003
32465,0,372,0.05032,0.124999965
32645,0,372,0.00172,0.033799992
32651,0,372,0.14184,0.072200015
33151,0,372,0.30115,0.024200044
34579,0,372,0.16422,0.028800017
36069,0,372,0.02872,0.030302579
36630,0,372,0.0138,0.044560881
36857,0,372,0.0156,0.028800001
37158,0,372,3.07618,0.075004386
41028,0,372,0.48836,0.03920002
41146,0,372,0.01345,0.044999922
41152,0,372,0.40434,0.044612022
41878,0,372,0.01509,0.051406448
42191,0,372,3.69124,0.055071925
43238,0,372,0.00013,0.051200032
43239,0,372,2.15823,0.045000042
43875,0,372,0.70947,0.024200002
44093,0,372,0.0167,0.100368039
44102,0,372,0.02533,0.045000012
44118,0,372,6.23436,0.051199971
46747,0,372,2.38776,0.696200035
48561,0,372,0.07675,0.305254091
48615,0,372,11.8458,0.12499967
51526,0,372,0.30648,0.105799995
52259,0,372,0.00064,0.105800018
52263,0,372,0.09049,0.09680007
53409,0,372,0.06229,0.135200052
53805,0,372,0.03852,0.242985143
54162,0,372,0.01596,0.044999994
54341,0,372,0.0426,0.06212171
54754,0,372,0.0643,0.061307862
55382,0,372,0.09866,0.097684064
56124,0,372,0.00474,0.088199992
56155,0,372,0.08842,0.096799978
56960,0,372,0.54381,0.11520001
57443,0,372,1.5453,0.115199966
59041,0,372,3.97458,0.069899618
60685,0,372,0.09065,0.079999956
60853,0,372,0.22827,0.064799888
61139,0,372,0.30124,0.07219989
62253,0,372,0.35353,0.096800044
64517,0,372,0.70882,0.051199994
65199,0,372,0.00076,0.025960236
65202,0,372,0.00018,0.0128
65203,0,372,0.03848,0.024200026
65270,0,372,0.7787,0.05119999
65843,0,372,0.00106,0.051199971
65854,0,372,0.00121,0.051200042
65861,0,372,2.28939,1.279999824
66766,0,372,2.34888,0.054042917
67534,0,372,0.0031,0.045000006
67548,0,372,0.01953,0.044999985
67639,0,372,0.20944,0.045399827
67883,0,372,0.17138,0.046084409
68602,0,372,0.09369,0.03920002
69105,0,372,0.0482,0.059468959
69270,0,372,0.1144,0.060711482
70344,0,372,0.13878,0.060749459
70997,0,372,0.02078,0.059759306
71180,0,372,0.00123,0.106473404
71182,0,372,0.06504,0.096800013
71695,0,372,1.77943,0.135199964
72376,0,372,1.18761,0.072200027
73049,0,372,3.09069,0.045000006
74242,0,372,0.26931,0.050450787
74840,0,372,0.0927,0.043501435
75288,0,372,0.20219,0.043794814
75947,0,372,0.0169,0.04379482
75984,0,372,0.15426,0.044327942
76659,0,372,0.09781,0.049612516
76804,0,372,0.01747,0.04826612
77035,0,372,0.01961,0.048611581
77233,0,372,0.0643,0.084302663
77628,0,372,7.57312,0.079999896
79793,0,372,8.16341,0.039200039
81530,0,372,5.66455,0.024199976
82367,0,372,0.00071,0.039199972
82369,0,372,0.00131,0.441799972
82372,0,372,0.00131,0.604999978
82375,0,372,3.3539,0.405
83264,0,372,0.02232,0.2178
83283,0,372,0.12176,0.019999991
83289,0,372,3.5992,0.012799982
84259,0,372,0.01773,0.008406604
84263,0,372,5.06234,0.009800015
85047,0,372,3.0441,0.005000009
85505,0,372,3.75303,0.007229591
85876,0,372,0.00018,0.001799991
85877,0,372,0.00011,0.005000013
85878,0,372,23.63425,0.001799984
89297,0,372,21.13642,0.000199998
91738,0,372,0.38981,0.000800004
91891,0,372,0.09021,0.000199998
91918,0,372,0.83604,0.000800001
92633,0,372,5.61318,0.000199998
95456,0,372,0.00298,0.000799994
95458,0,372,1.51109,0.000200002
95755,0,372,0.00032,0.000204572
95756,0,372,4.96455,0.000204574
96910,0,372,0.00116,0.013533103
96911,0,372,0.08084,0.000199998
96997,0,372,0.00584,0.011338451
96999,0,372,1.20741,0.000199996
97346,0,372,20.89036,9.39E-05
105914,0,372,3.80857,2.00E-12
106987,-1,372,4.04155,1.81E-12
5157,0,373,1.60783,0.3698
5248,0,373,3.51199,0.2178
5440,0,373,4.07925,0.192200037
5709,0,373,3.67254,0.192200019
6090,0,373,5.36484,0.209097104
6420,0,373,0.06764,0.452996418
6461,0,373,1.32335,0.301024542
6606,0,373,0.62029,0.191762504
6636,0,373,2.1054,0.404848274
6786,0,373,2.00384,0.414565748
6933,0,373,0.91556,0.422939055
6957,0,373,1.0714,0.416867012
6969,0,373,2.97482,0.416867012
7091,0,373,3.63061,0.542481737
7246,0,373,0.5031,1.008200057
7269,0,373,3.50995,0.696200035
7397,0,373,1.27707,0.5
7588,0,373,1.27803,0.4608
7723,0,373,12.97395,0.744199939
8602,0,373,3.42781,0.627199866
8862,0,373,1.20488,0.696199965
8965,0,373,1.72053,0.832049936
9189,0,373,1.1568,1.044012413
9472,0,373,0.01446,1.236378141
9473,0,373,1.11998,0.98000007
9648,0,373,0.05937,1.00819983
9654,0,373,0.02824,1.140050121
9656,0,373,0.05897,1.124999955
9677,0,373,0.00572,0.670380146
9678,0,373,3.20206,0.72000012
9898,0,373,0.32085,0.605
9918,0,373,0.09718,0.649799954
9968,0,373,0.01198,0.684449906
9984,0,373,0.09617,0.48511252
10064,0,373,0.34612,0.711028053
10652,0,373,0.00055,0.84013242
10653,0,373,0.08887,0.819199744
10731,0,373,0.52223,1.036800043
10788,0,373,0.16647,0.92480019
10927,0,373,0.04367,0.71999976
10958,0,373,0.03062,0.49999988
10979,0,373,0.42131,0.844999818
11095,0,373,0.85647,0.661249805
11458,0,373,0.43039,0.661250023
12457,0,373,0.00014,0.604999945
12458,0,373,0.00011,0.561800095
12459,0,373,0.00013,0.49999994
12460,0,373,0.00012,0.460800134
12461,0,373,0.00011,0.423199945
12462,0,373,0.0001,0.404999883
12463,0,373,0.0003,0.352799866
12464,0,373,0.12794,0.369799811
13000,0,373,0.28093,0.49999988
13659,0,373,1.86535,0.403829093
14281,0,373,1.34432,0.415661519
14475,0,373,0.31731,0.40499973
14818,0,373,0.08981,0.402943606
15178,0,373,0.11653,0.397141776
15440,0,373,0.02836,0.398713096
15520,0,373,0.04257,0.398713096
15602,0,373,0.02934,0.539646777
15668,0,373,0.77678,0.422689462
16432,0,373,0.12945,0.405000333
16502,0,373,0.19293,0.36125017
16633,0,373,1.58196,0.262812573
17080,0,373,0.09084,0.30420014
17217,0,373,0.02466,0.175104364
17263,0,373,0.29017,0.1922
18221,0,373,0.11825,0.133148228
18693,0,373,1.49542,0.083240005
18974,0,373,0.24509,0.247814871
19095,0,373,1.57854,0.152354622
19479,0,373,0.08308,0.22848969
19578,0,373,0.03542,0.228489771
19650,0,373,0.00254,0.158524284
19658,0,373,0.08337,0.155613619
19859,0,373,0.00787,0.438192455
19875,0,373,0.05248,0.352800126
20233,0,373,0.07252,0.352800017
20741,0,373,0.32443,0.2592
22095,0,373,0.00913,0.486904054
22110,0,373,0.02123,0.352799983
22251,0,373,0.00318,0.259199964
22271,0,373,1.52492,0.3698
23015,0,373,0.07229,0.3528
23070,0,373,0.00348,0.328426677
23077,0,373,0.00047,0.324199609
23078,0,373,0.89295,0.322096382
23982,0,373,0.01849,0.304199945
24113,0,373,0.04195,0.3008701
24358,0,373,0.00018,0.300870108
24360,0,373,0.00219,0.300870077
24383,0,373,0.05324,0.320000112
24909,0,373,0.01822,0.320000112
24915,0,373,0.05927,0.311014184
24993,0,373,0.00706,0.2888
25009,0,373,0.00984,0.273800007
25079,0,373,0.09531,0.244999881
25607,0,373,0.02245,0.15035666
25927,0,373,0.10975,0.216084093
26293,0,373,0.84624,0.12500008
26820,0,373,2.41946,0.088200059
27397,0,373,0.00138,0.17999994
27400,0,373,0.1747,0.088199966
27598,0,373,0.04279,0.080000008
27684,0,373,0.01463,0.078951836
27710,0,373,0.12885,0.088200008
28169,0,373,0.03379,0.088196766
28346,0,373,0.15013,0.115199962
28950,0,373,0.00512,0.076045308
28989,0,373,0.00842,0.105800023
29074,0,373,0.00055,0.182348209
29088,0,373,0.22007,0.135199974
30460,0,373,0.53408,0.153487807
31349,0,373,0.38226,0.124999885
31543,0,373,1.23455,0.135200026
32170,0,373,0.38558,0.145800022
33133,0,373,0.03869,0.124999925
33348,0,373,0.31438,0.1568
35158,0,373,0.09775,0.168199988
35754,0,373,0.03093,0.177235189
36251,0,373,0.03192,0.20265154
36863,0,373,0.48488,0.145843716
38083,0,373,0.00046,0.145799989
38085,0,373,0.00037,1.12500009
38087,0,373,0.00044,0.145799897
38089,0,373,0.00025,0.028799988
38090,0,373,2.2848,0.156800095
40932,0,373,0.01307,0.18
40946,0,373,1.20549,0.2048
41716,0,373,0.01389,0.192920388
42011,0,373,0.00191,0.181889002
42033,0,373,0.68841,0.179869626
42523,0,373,1.77039,0.156799927
42849,0,373,0.01394,0.096799965
42883,0,373,0.0181,0.079999984
42923,0,373,1.08806,0.096800075
43145,0,373,0.0995,0.12499998
43200,0,373,0.00166,0.217800053
43204,0,373,0.00226,0.18000003
43213,0,373,0.29215,0.156799832
43285,0,373,0.00172,0.204800032
43290,0,373,0.05528,0.179999964
43303,0,373,2.04108,0.1568
43929,0,373,1.01078,0.168199884
44323,0,373,0.30261,0.288800023
44374,0,373,7.17909,0.156799944
48106,0,373,0.00704,0.132035263
48116,0,373,0.98254,0.1458
48746,0,373,0.4058,0.028800001
48862,0,373,11.37208,0.028800014
51636,0,373,0.06473,0.033800016
51937,0,373,0.06216,0.033799987
52258,0,373,0.00565,0.033799979
52287,0,373,0.0111,0.080000028
52337,0,373,0.12345,0.096799978
53708,0,373,0.05235,0.068614297
54167,0,373,0.06492,0.08742827
54842,0,373,0.04836,0.088668593
55237,0,373,0.04392,0.149052922
55895,0,373,0.06923,0.096800044
56160,0,373,0.00014,0.105799991
56161,0,373,0.0034,0.096799974
56184,0,373,0.03884,0.105799991
56498,0,373,0.04329,0.072199966
56949,0,373,0.00074,0.064799993
56953,0,373,0.02612,0.064800018
57087,0,373,0.07955,0.079823066
57332,0,373,0.44944,0.064799978
57479,0,373,0.17282,0.057800007
57754,0,373,0.45185,0.079999932
58090,0,373,0.18986,0.0722
58224,0,373,0.07575,0.064800014
58243,0,373,0.04256,0.079999996
58257,0,373,0.59585,0.045000012
58956,0,373,4.06509,0.041654002
60832,0,373,0.07202,0.039199997
61059,0,373,0.02032,0.03920002
61077,0,373,0.00127,0.307152676
61080,0,373,0.16536,0.2888
61214,0,373,0.13322,0.304199867
61816,0,373,0.00553,0.288799909
61844,0,373,0.0373,0.168200006
61927,0,373,0.0012,0.167352079
61930,0,373,1.38046,0.156800112
65392,0,373,0.3944,0.15679986
65658,0,373,0.01299,0.088199992
65667,0,373,0.09192,0.064799968
65704,0,373,0.15985,0.044999979
65930,0,373,0.02503,0.064799996
66002,0,373,0.35065,0.0512
66092,-1,373,12.49915,0.045000021
5042,0,374,0.26668,0.703029397
5051,0,374,0.87073,0.980000014
5124,0,374,0.15064,1.113407359
5131,0,374,3.39984,1.113407359
5339,0,374,0.32675,1.15520003
5361,0,374,0.11317,1.089347602
5363,0,374,8.08057,1.008199972
5996,0,374,2.30515,1.115412444
6116,0,374,0.19086,0.980000028
6119,0,374,2.37929,1.181159478
6251,0,374,1.73709,1.294938839
6335,0,374,0.02263,1.294938839
6341,0,374,0.00651,1.294938839
6351,0,374,0.10205,1.294938839
6417,0,374,0.02219,1.294938839
6446,0,374,0.10441,1.408941321
6491,0,374,0.10909,1.408941321
6519,0,374,0.04421,1.184764607
6529,0,374,1.11958,0.806023057
6610,0,374,0.44046,0.982436953
6619,0,374,0.0369,1.188183669
6624,0,374,0.29171,1.323660153
6645,0,374,0.54158,1.400986993
6669,0,374,0.50829,1.400986993
6715,0,374,1.58058,1.400986993
6848,0,374,0.52768,1.527048231
6893,0,374,0.36,1.573180905
6897,0,374,2.89096,1.573180905
7020,0,374,1.4853,1.622019779
7038,0,374,0.89876,1.670243791
7086,0,374,0.75916,1.670243901
7113,0,374,0.25089,1.555583542
7136,0,374,1.43277,1.555583542
7179,0,374,4.56053,1.619301243
7326,0,374,0.15534,1.444670151
7344,0,374,0.79647,1.423232787
7438,0,374,0.63301,0.653880289
7504,0,374,0.00135,0.50000006
7505,0,374,0.00107,0.179999958
7506,0,374,0.41772,0.244999972
7573,0,374,0.84423,0.2312
7645,0,374,0.00621,0.832049974
7648,0,374,0.00182,0.72
7651,0,374,0.00009,0.5
7652,0,374,0.04425,0.32
7654,0,374,0.27562,0.5
7691,0,374,0.02994,0.830102544
7696,0,374,0.73117,0.720000024
7793,0,374,0.20123,1.023672958
7795,0,374,1.69445,0.980000098
7854,0,374,0.21829,0.845000104
7872,0,374,0.05064,1.051250073
7880,0,374,3.80818,0.980000098
8341,0,374,0.01672,0.7688
8343,0,374,0.06908,0.719999904
8350,0,374,3.79154,0.540708588
8478,0,374,1.07844,0.864671518
8541,0,374,6.06062,0.32
8964,0,374,0.7573,0.32
9001,0,374,0.96273,0.304200016
9188,0,374,0.01674,0.174049976
9195,0,374,0.03792,0.31999996
9213,0,374,0.00118,0.604999978
9217,0,374,0.01377,0.78125
9222,0,374,0.07474,0.5
9246,0,374,0.01448,0.32
9254,0,374,0.02828,0.656199084
9259,0,374,0.25442,0.50000006
9408,0,374,0.01086,0.320000032
9412,0,374,0.29853,0.405
9433,0,374,0.21742,0.66125
9448,0,374,0.36969,0.605
9504,0,374,0.69402,0.52020002
9571,0,374,0.31732,0.5
9653,0,374,0.03068,0.72
9657,0,374,0.05146,0.604999945
9669,0,374,0.00418,0.78125
9676,0,374,0.81188,0.719999952
9767,0,374,1.10556,0.50000003
9808,0,374,0.0401,0.4608
9810,0,374,0.01524,0.5
9814,0,374,0.32458,0.405
9833,0,374,0.8846,0.66125
9885,0,374,0.09161,0.8128125
9907,0,374,0.25585,1.102838469
9916,0,374,0.12544,0.72000018
9997,0,374,0.04805,0.605000154
10033,0,374,0.24303,0.781249288
10407,0,374,0.00573,0.404999847
10429,0,374,0.07198,0.281249955
10549,0,374,0.00441,0.577812382
10560,0,374,0.00677,0.765702853
10564,0,374,0.00667,0.720000024
10578,0,374,0.01958,0.520200632
10612,0,374,0.00026,0.732050448
10613,0,374,0.00598,0.520200816
10620,0,374,0.00019,0.793800239
10622,0,374,0.00581,0.696200153
10640,0,374,0.07533,0.49999988
10712,0,374,0.00564,0.31556099
10721,0,374,0.69901,0.2178
10891,0,374,0.09295,0.552134969
10994,0,374,0.14719,0.50000016
11042,0,374,0.0226,0.124999935
11049,0,374,0.00403,0.179999988
11051,0,374,0.00508,0.204799987
11055,0,374,0.00529,0.1352
11057,0,374,0.02021,0.217800053
11060,0,374,1.06568,0.105799936
11468,0,374,0.27397,0.133360962
12037,0,374,0.06573,0.180000156
12205,0,374,0.03861,0.180000138
12379,0,374,0.00042,0.605000044
12380,0,374,0.00275,1.619999964
12384,0,374,0.05842,0.605000187
12493,0,374,0.02319,0.168199977
12603,0,374,0.01813,0.167650146
12778,0,374,0.00324,0.273800044
12794,0,374,0.02163,0.296454967
12860,0,374,0.01035,0.244999902
12890,0,374,0.01983,0.49999994
12953,0,374,0.04194,0.480199814
13123,0,374,0.03493,0.842677925
13259,0,374,0.00034,0.450003019
13260,0,374,0.096,0.288800076
13450,0,374,0.02691,0.602007167
13588,0,374,0.00553,0.5
13590,0,374,0.15219,0.12500006
14050,0,374,0.07501,0.421479145
14102,0,374,0.0403,0.564775385
14113,0,374,0.25955,0.480198726
14119,0,374,3.14776,0.404999955
14994,0,374,0.00991,0.31999944
15038,0,374,0.02798,0.288800038
15180,0,374,0.00886,0.322903693
15217,0,374,0.28263,0.245000014
16011,0,374,0.1743,0.604999978
16207,0,374,2.13241,0.296647507
16809,0,374,0.53091,0.288799833
17751,0,374,1.95887,0.396938094
19056,0,374,1.54184,0.352799429
19451,0,374,0.30229,0.273800037
19834,0,374,0.1979,0.244999944
20970,0,374,0.07567,0.244999944
21551,0,374,0.23557,0.2429953
22319,0,374,0.00154,1.344800115
22321,0,374,2.47262,0.1922
23877,0,374,0.07282,0.217800013
24329,0,374,0.29835,0.244999944
26126,0,374,0.73857,0.254041656
26730,0,374,2.52126,0.259200122
27173,0,374,0.00346,0.259200072
27182,0,374,0.47932,0.244999972
28343,0,374,0.18098,0.244999895
29334,0,374,0.00292,0.195766019
29378,0,374,0.18494,0.233659682
30350,0,374,0.05144,0.249649256
30814,0,374,0.00889,0.259432756
30922,0,374,2.27209,0.27379966
32321,0,374,0.0211,0.266388975
32382,0,374,0.06098,0.304199633
32646,0,374,0.00193,0.441800028
32652,0,374,0.14077,0.320000056
33149,0,374,0.30047,0.273800118
34557,0,374,0.16553,0.304199891
36071,0,374,0.02872,0.303762421
36631,0,374,0.01389,0.402482987
36859,0,374,0.01545,0.561799968
37157,0,374,1.40919,0.640102257
39541,0,374,0.37946,0.775260972
40072,0,374,0.57644,0.49999987
40519,0,374,0.4223,0.480199882
40977,0,374,0.28981,0.24500007
41029,0,374,0.4869,0.245000014
41144,0,374,0.41827,0.231200136
41879,0,374,0.01505,0.235238582
42190,0,374,6.55881,0.241603199
44092,0,374,0.01368,0.521374202
44095,0,374,0.0006,0.604999593
44097,0,374,0.02229,0.4999999
44112,0,374,0.00427,1.692800044
44116,0,374,0.21861,0.352799933
44201,0,374,0.75197,0.56179983
44532,0,374,0.00288,0.879435407
44537,0,374,0.00921,0.604999791
44549,0,374,0.01807,0.320000016
44563,0,374,0.02287,0.352799933
44572,0,374,0.00222,0.319999856
44573,0,374,0.00517,0.604999835
44574,0,374,0.00944,0.352800084
44575,0,374,0.0277,0.217800112
