NVL,ForPlot,StDev,SqrtNumRows,SdoverSqrtNum,TimesZ,UpperBound,LowerBound
0.2,0.17556531317290572,0.36315106974090955,80.39900496896712,0.004516860250709331,0.00885304609139029,0.184418359264296,0.16671226708151543
0.21,0.17887742332023565,0.3655765539066589,80.9135340965898,0.0045181137863815855,0.008855503021307908,0.18773292634154357,0.17002192029892774
0.22,0.1284329201097179,0.3707753046955926,81.26499861564018,0.004562546127014067,0.00894259040894757,0.13737551051866548,0.11949032970077034
0.23,0.14532189219469044,0.37221175114055627,81.60882305241266,0.004560925365894641,0.008939413717153497,0.15426130591184395,0.13638247847753693
0.24,0.18730018498327763,0.3768555761516307,81.51073548925933,0.004623385789486453,0.009061836147393447,0.19636202113067108,0.17823834883588419
0.25,0.18070205960980035,0.3783168724510619,81.20344820264715,0.004658876942109081,0.009131398806533799,0.18983345841633414,0.17157066080326655
0.26,0.15192435626923095,0.37794529685600553,80.876448982383,0.004673119327213932,0.009159313881339306,0.16108367015057026,0.14276504238789164
0.27,0.1727865549454542,0.38371825428368833,79.33473388119481,0.0048366993309426525,0.009479930688647598,0.1822664856341018,0.1633066242568066
0.28,0.17034624546086963,0.3900375602915073,80.39900496896712,0.004851273475860259,0.009508496012686107,0.17985474147355573,0.16083774944818352
0.29,0.21310032301075277,0.39026791767984875,79.51729371652434,0.004907962776891487,0.009619607042707314,0.22271993005346008,0.20348071596804546
0.3,0.18938036189365742,0.40012158552988525,77.91662210337407,0.005135253232603349,0.010065096335902564,0.19944545822955997,0.17931526555775487
0.31,0.17561830864035075,0.40719799987742156,77.83957862167549,0.005231246200040859,0.010253242552080084,0.18587155119243082,0.16536506608827067
0.32,0.2045841616112532,0.412726173753095,78.08328886515987,0.005285717081741034,0.010360005480212426,0.21494416709146563,0.19422415613104077
0.33,0.22203293016326614,0.419161397170107,78.3772926299448,0.005347995358160181,0.010482070901993955,0.2325150010652601,0.21155085926127218
0.34,0.19270395908096258,0.4208499125918103,79.19595949289332,0.005314032625989908,0.01041550394694022,0.2031194630279028,0.18228845513402236
0.35,0.28223916149411704,0.43539059566164995,80.34923770640266,0.0054187271477617975,0.010620705209613123,0.29285986670373015,0.27161845628450393
0.36,0.2676905949015748,0.4402885338423001,80.98765338000602,0.005436489581645258,0.010655519580024706,0.2783461144815995,0.2570350753215501
0.37,0.25827749695578245,0.4458443946068149,82.75868534480233,0.005387282226019752,0.010559073162998714,0.26883657011878115,0.24771842379278375
0.38,0.2690406820128823,0.4518335384126391,81.85963596303125,0.005519613336867175,0.010818442140259663,0.27985912415314196,0.2582222398726226
0.39,0.24248553808080797,0.4570976604376147,82.03657720797473,0.005571876301942794,0.010920877551807874,0.25340641563261584,0.2315646605290001
0.4,0.3264170190923567,0.46357436214474407,82.80700453464067,0.005598250591842348,0.010972571160011001,0.3373895902523677,0.3154444479323457
0.41,0.2844966161717353,0.468265843325584,82.71638289964086,0.005661101548573845,0.011095759035204737,0.29559237520694,0.27340085713653056
0.42,0.3419396277092507,0.47394558052552754,82.37111144084436,0.005753783969103006,0.011277416579441892,0.35321704428869255,0.3306622111298088
0.43,0.3476842885349233,0.4792312066205685,82.10968274204937,0.005836476169638741,0.011439493292491932,0.3591237818274152,0.33624479524243134
0.44,0.3477335644855968,0.48475047359731027,81.92679659305617,0.005916873279021824,0.011597071626882775,0.35933063611247956,0.336136492858714
0.45,0.41454225936540434,0.49114445397894874,83.73171442171717,0.005865692078216453,0.011496756473304247,0.42603901583870857,0.4030455028921001
0.46,0.4626152048884381,0.49420095897853605,83.73768566183328,0.005901774751386369,0.011567478512717283,0.4741826834011554,0.4510477263757208
0.47,0.4856514998870056,0.49625367656638353,83.13843876330611,0.005969004036498813,0.011699247911537673,0.49735074779854327,0.473952251975468
0.48,0.4877486556574394,0.4977800514856144,82.78284846512591,0.006013081945293476,0.011785640612775213,0.4995342962702146,0.4759630150446642
0.49,0.49295337007092194,0.4988378493403011,82.8190799272728,0.006023223752043048,0.011805518554004373,0.5047588886249263,0.4811478515169176
0.5,0.5003183244758842,0.4988295381405542,82.80700453464067,0.006024001724780163,0.01180704338056912,0.5121253678564534,0.4885112810953151
0.51,0.5089005294464286,0.49779179670009416,82.83718971573094,0.0060092791463392985,0.011778187126825025,0.5206787165732536,0.49712234231960356
0.52,0.5096321364716008,0.4963448314529405,83.31266410336426,0.005957615649370376,0.011676926672765937,0.5213090631443668,0.49795520979883484
0.53,0.5154053945833333,0.4942371362461372,83.69587803470371,0.005905155042894781,0.011574103884073771,0.5269794984674071,0.5038312906992596
0.54,0.5324506228455286,0.4910791520841525,83.71977066380438,0.00586574889288925,0.011496867830062929,0.5439474906755914,0.5209537550154657
0.55,0.5867099702256411,0.48482108201612656,81.96340646898469,0.005915091903843516,0.01159358013153329,0.5983035503571744,0.5751163900941078
0.56,0.6506053969678713,0.47943380901237653,82.0792300158816,0.005841109972883643,0.011448575546851941,0.6620539725147233,0.6391568214210194
0.57,0.6438267536885244,0.473937396095003,82.58934555982388,0.0057384810701969395,0.011247422897586002,0.6550741765861103,0.6325793307909384
0.58,0.6667353649221187,0.46827808344520033,82.70429251254133,0.005662077133108785,0.011097671180893219,0.6778330361030119,0.6556376937412255
0.59,0.7183475127288728,0.46350626891861674,82.7768083462995,0.005599470167773599,0.010974961528836254,0.729322474257709,0.7073725512000365
0.6,0.6708783472547468,0.4572058632210292,82.04876598706406,0.005572367332046323,0.010921839970810792,0.6818001872255576,0.6599565072839361
0.61,0.7581495524870465,0.45178610727674307,81.81686867633104,0.0055219188241488045,0.010822960895331657,0.7689725133823782,0.7473265915917149
0.62,0.7305048613533835,0.4456096333744963,82.52272414311103,0.005399841534578032,0.010583689407772942,0.7410885507611565,0.7199211719456106
0.63,0.7476742833272395,0.4404681092414188,81.03702857336269,0.005435393140589598,0.010653370555555612,0.7583276538827951,0.7370209127716839
0.64,0.7323078903373015,0.4355674951742181,80.31811750782012,0.005423029183070798,0.010629137198818764,0.7429370275361202,0.7216787531384827
0.65,0.7159786003625733,0.4207858635508188,79.12016177940993,0.0053183139933912936,0.010423895427046935,0.7264024957896202,0.7055547049355264
0.66,0.808607158434783,0.4190935260175007,78.40918313565064,0.0053449546246701,0.010476111064353396,0.8190832694991365,0.7981310473704296
0.67,0.7752903584159777,0.41238095192737945,77.92945527847606,0.005291721217013026,0.01037177358534553,0.7856621320013233,0.7649185848306321
0.68,0.7971618895989977,0.4074955069054265,77.79460135510689,0.00523809492956128,0.010266666061940108,0.8074285556609379,0.7868952235370575
0.69,0.8273408275221241,0.40050414406301027,77.91662210337407,0.005140163077547827,0.010074719631993741,0.8374155471541178,0.8172661078901304
0.7,0.8099154251444539,0.3902720726630091,79.52358140828417,0.004907626967393517,0.009618948856091292,0.8195343740005452,0.8002964762883626
0.71,0.7878979576231261,0.390007189199688,80.37412518964048,0.0048523973141788735,0.009510698735790591,0.7974086563589167,0.7783872588873355
0.72,0.8288235816440674,0.38373853065202906,79.13279977354523,0.0048492980376048335,0.009504624153705473,0.8383282057977729,0.819318957490362
0.73,0.8269342176806085,0.3779222262365108,80.89499366462674,0.004671762851027533,0.009156655188013963,0.8360908728686225,0.8177775624925945
0.74,0.847235819426386,0.3778844559275142,81.23422923866515,0.004651788531375049,0.009117505521495095,0.8563533249478812,0.8381183139048909
0.75,0.8203306231407943,0.3766930734470345,81.44937077718895,0.004624873953630747,0.009064752949116264,0.8293953760899105,0.8112658701916781
0.76,0.8138162529026846,0.3722571180105847,81.6026960338934,0.004561823764449756,0.00894117457832152,0.8227574274810061,0.804875078324363
0.77,0.8544093344318178,0.37079225285102374,81.27115109311545,0.0045624092665574895,0.008942322162452679,0.8633516565942705,0.845467012269365
0.78,0.8696986652129224,0.36538305594051795,80.96912991998865,0.004512621739934453,0.008844738610271527,0.878543403823194,0.8608539266026508
0.79,0.8283064988362921,0.3629243497547867,80.46738469715541,0.00451020436566539,0.008840000556704164,0.8371464993929963,0.819466498279588
0.8,0.8222885567870034,0.3469239980870072,79.7057087039567,0.004352561488105624,0.008531020516687023,0.8308195773036904,0.8137575362703164
0.81,0.8598359069105691,0.34130110832230526,78.74007874011811,0.004334528410223855,0.008495675684038756,0.8683315825946079,0.8513402312265304
0.82,0.8467334118656715,0.3353820013833418,77.85884663928692,0.004307564469033771,0.008442826359306191,0.8551762382249777,0.8382905855063654
0.83,0.8994857377568135,0.3292812018167533,77.74316690230724,0.004235500236702873,0.00830158046393763,0.9077873182207511,0.8911841572928759
0.84,0.8799395443438913,0.32106070323103175,77.67238891652555,0.004133524251147669,0.008101707532249432,0.8880412518761408,0.8718378368116418
0.85,0.9167974071805268,0.303565073149497,76.64202502543888,0.0039608174894744524,0.007763202279369927,0.9245606094598967,0.9090342049011569
0.86,0.8782063887133182,0.2916933161473122,77.73673520286275,0.00375232270027942,0.0073545524925476636,0.8855609412058659,0.8708518362207706
0.87,0.9283408432307693,0.2786058420904557,78.61297602813418,0.0035440185089895037,0.006946276277619427,0.9352871195083887,0.9213945669531498
0.88,0.9143525160482655,0.2699772812281318,79.52358140828417,0.0033949336341133093,0.0066540699228620865,0.9210065859711276,0.9076984461254034
0.89,0.9155334341532256,0.2583866460323203,81.30190649671138,0.0031781130008651385,0.006229101481695671,0.9217625356349213,0.90930433267153
0.9,0.9062621604004214,0.24858004352391597,81.64557550780079,0.003044623569346578,0.005967462195919293,0.9122296225963407,0.9002946982045021
0.91,0.948542028093797,0.23741568889724599,83.87490685538792,0.002830592578857749,0.005547961454561188,0.9540899895483581,0.9429940666392358
0.92,0.9448589619465082,0.2320696061952792,86.82741502543998,0.002672768803807922,0.005238626855463527,0.9500975888019717,0.9396203350910447
0.93,0.958271892125604,0.21670001619080898,90.5704145954958,0.002392613715622604,0.004689522882620304,0.9629614150082243,0.9535823692429838
0.94,0.961319338901099,0.21322012950847227,93.70165420097983,0.0022755215084158315,0.00446002215649503,0.965779361057594,0.956859316744604
0.95,0.9531597763339731,0.2006590788776799,91.14823092084673,0.002201458841828017,0.004314859329982913,0.957474635663956,0.9488449170039902
0.96,0.9590615024137931,0.1984704127438759,87.44712688247682,0.00226960472938816,0.004448425269600793,0.9635099276833938,0.9546130771441923
0.97,0.958312492427293,0.1951949799436103,83.51047838445186,0.0023373711146163433,0.004581247384648033,0.962893739811941,0.953731245042645
0.98,0.9757734325244913,0.19436281780453257,79.7057087039567,0.002438505609760473,0.0047794709951305275,0.9805529035196219,0.9709939615293608
0.99,0.9509079728704568,0.1942825252376997,75,0.002590433669835996,0.005077249992878553,0.9559852228633353,0.9458307228775783
1,0.9668300366666666,0.18990905015968573,67.69785816405124,0.0028052445869037965,0.005498279390331441,0.972328316056998,0.9613317572763351
