NumberofTrades,QBS,Category,StDev,SqrtNumRows,SdoverSqrtNum,TimesZ,UpperBound,LowerBound
435,0.25997528959968874,1,0.11600654202449114,2,0.05800327101224557,0.11368641118400132,0.37366170078369004,0.14628887841568744
440,0.27514092974870547,1,0.13076171331847913,1.7320508075688772,0.0754953103841206,0.14797080835287638,0.42311173810158187,0.1271701213958291
445,0.2755850088702647,1,0.13037966974813267,1.7320508075688772,0.0752747374259389,0.14753848535484024,0.423123494225105,0.12804652351542448
450,0.2752141219700895,1,0.12943529331862963,1.7320508075688772,0.07472950144014899,0.14646982282269203,0.4216839447927815,0.12874429914739746
455,0.2726977214725462,1,0.1255502272036396,1.7320508075688772,0.07248645747284,0.14207345664676638,0.4147711781193125,0.1306242648257798
460,0.2712618647028846,1,0.12320680152237797,1.7320508075688772,0.07113348002493772,0.13942162084887794,0.41068348555176254,0.13184024385400667
465,0.2682874635364271,1,0.11897585166345608,1.7320508075688772,0.06869073998496135,0.13463385037052425,0.4029213139069513,0.13365361316590282
470,0.26643181347269107,1,0.11543498589612969,1.7320508075688772,0.06664642018103113,0.13062698355482102,0.3970587970275121,0.13580482991787005
475,0.2657417140166363,1,0.1143008132720982,1.7320508075688772,0.06599160531123906,0.12934354641002854,0.39508526042666486,0.13639816760660778
480,0.2644519382710017,1,0.1125738536498931,1.7320508075688772,0.06499454470847932,0.12738930762861947,0.3918412458996212,0.13706263064238225
485,0.26339028876926457,1,0.11149812551700317,1.7320508075688772,0.06437347278138046,0.1261720066515057,0.38956229542077025,0.13721828211775886
490,0.2584839527737452,1,0.10521197784168951,1.7320508075688772,0.06074416372887238,0.11905856090858986,0.37754251368233505,0.13942539186515535
495,0.18758291321791726,1,0.04257663126776047,1.4142135623730951,0.030106224689512618,0.05900820039144473,0.24659111360936198,0.12857471282647254
500,0.18524683486999877,1,0.04024097606216373,1.4142135623730951,0.028454667055121504,0.05577114742803815,0.24101798229803692,0.1294756874419606
505,0.18421153443112023,1,0.03919915647254338,1.4142135623730951,0.027717989358527966,0.054327259142714815,0.23853879357383506,0.1298842752884054
510,0.18162239689512802,1,0.03660850619686942,1.4142135623730951,0.025886122980916113,0.05073680104259558,0.23235919793772358,0.13088559585253245
515,0.17733389553464612,1,0.03231773558735286,1.4142135623730951,0.022852089986411018,0.0447900963733656,0.22212399190801171,0.13254379916128053
5,0.23175812037640403,2,0.25577828826442583,14.594519519326424,0.01752563953377964,0.0343502534862081,0.2661083738626121,0.19740786689019593
10,0.2184962228684889,2,0.2549800907701797,13.527749258468683,0.01884867067672446,0.03694339452637994,0.25543961739486887,0.18155282834210898
15,0.21376630820803075,2,0.25077660894796494,13.19090595827292,0.019011325661880393,0.03726219829728557,0.25102850650531633,0.17650410991074517
20,0.20755042139553273,2,0.24691136880420797,13,0.018993182215708306,0.03722663714278828,0.24477705853832102,0.17032378425274444
25,0.2060666312535448,2,0.2503870967668679,12.68857754044952,0.019733267654996525,0.03867720460379319,0.244743835857338,0.1673894266497516
30,0.19984670286378647,2,0.24852881168088273,12.449899597988733,0.019962314533125414,0.03912613648492581,0.23897283934871227,0.16072056637886067
35,0.1947408574261953,2,0.2380883778330421,12.206555615733702,0.019504959902542602,0.0382297214089835,0.2329705788351788,0.15651113601721178
40,0.19114074224696684,2,0.2413636799149247,11.916375287812984,0.02025479007544938,0.039699388547880785,0.2308401307948476,0.15144135369908607
45,0.19435503901960124,2,0.24361525577157486,11.661903789690601,0.020889835841977747,0.040944078250276385,0.23529911726987762,0.15341096076932487
50,0.19466666996621776,2,0.24269846845894696,11.532562594670797,0.021044626158898808,0.041247467271441664,0.23591413723765942,0.1534192026947761
55,0.18623553814823682,2,0.23746157650017374,11.313708498984761,0.02098883637681512,0.04113811929855764,0.22737365744679444,0.1450974188496792
60,0.17576149179013215,2,0.22632734849035044,11.224972160321824,0.020162842745425708,0.03951917178103439,0.21528066357116654,0.13624232000909775
65,0.1720056813694437,2,0.22322884075197488,11.090536506409418,0.02012786672880676,0.03945061878846125,0.21145630015790495,0.13255506258098243
70,0.16832901462903457,2,0.21895113759093265,11.045361017187261,0.019822904588653212,0.038852892993760296,0.20718190762279487,0.12947612163527428
75,0.16040468242846603,2,0.21606950346256956,10.723805294763608,0.020148585089294326,0.039491226775016874,0.1998959092034829,0.12091345565344916
80,0.16284917106468197,2,0.21784668143341945,10.344080432788601,0.021060033595919306,0.04127766584800184,0.2041268369126838,0.12157150521668013
85,0.16914139373288284,2,0.2174432974248734,9.9498743710662,0.021853873658665382,0.04283359237098415,0.211974986103867,0.12630780136189868
90,0.1889197446958979,2,0.22679299295919048,8.831760866327848,0.025679249743260836,0.05033132949679124,0.23925107419268915,0.13858841519910664
95,0.22449733361363944,2,0.24165576966867836,7.810249675906654,0.030940850766160138,0.06064406750167387,0.28514140111531333,0.16385326611196557
100,0.22931184510920413,2,0.24128269053078472,7.3484692283495345,0.03283441530923806,0.0643554540061066,0.29366729911531075,0.16495639110309754
105,0.25058400795454483,2,0.24932210995564644,6.6332495807108,0.037586722302845994,0.07366997571357815,0.32425398366812297,0.1769140322409667
110,0.2507488475278134,2,0.27108024774542966,6.082762530298219,0.044565318207834,0.08734802368735464,0.33809687121516807,0.16340082384045876
115,0.23321190088669974,2,0.2393227172296845,5.830951894845301,0.04104350739735162,0.08044527449880917,0.3136571753855089,0.15276662638789057
120,0.22633035273290403,2,0.2409778548207166,5.656854249492381,0.042599268814879014,0.08349456687716286,0.30982491961006686,0.14283578585574117
125,0.22636319548570782,2,0.24370914566165225,5.5677643628300215,0.04377145471324834,0.08579205123796674,0.31215524672367456,0.1405711442477411
130,0.24432186510281095,2,0.25207590830655235,5.196152422706632,0.04851203117233581,0.09508358109777819,0.33940544620058916,0.14923828400503275
135,0.24864993497563403,2,0.25833122049374463,5,0.051666244098748926,0.10126583843354789,0.3499157734091819,0.14738409654208615
140,0.24540251555648276,2,0.2644366698138552,4.898979485566356,0.05397790919373171,0.10579670201971415,0.35119921757619693,0.1396058135367686
145,0.2520157798367137,2,0.2748639441005071,4.69041575982343,0.058601189782556566,0.11485833197381087,0.36687411181052454,0.13715744786290282
150,0.24773038929128058,2,0.27115699619245864,4.69041575982343,0.057810865833067715,0.11330929703281271,0.3610396863240933,0.13442109225846788
155,0.2742746852637722,2,0.27180073769605256,4.358898943540674,0.062355365705099954,0.12221651678199591,0.3964912020457681,0.15205816848177628
160,0.28102189765173596,2,0.2720077899464326,4.242640687119285,0.06411285093556283,0.12566118783370314,0.4066830854854391,0.15536070981803282
165,0.29775868718427456,2,0.2770683301560246,4,0.06926708253900615,0.13576348177645206,0.4335221689607266,0.1619952054078225
170,0.3010213779282052,2,0.2812058871780774,3.872983346207417,0.07260704785974503,0.14230981380510027,0.4433311917333055,0.15871156412310494
175,0.3135034619029889,2,0.30023180528914,3.4641016151377544,0.08666945680148615,0.16987213533091283,0.4833755972339017,0.14363132657207606
180,0.3084502957363742,2,0.2980799990618892,3.4641016151377544,0.08604828384921256,0.16865463634445663,0.4771049320808308,0.1397956593919176
185,0.30472279546410636,2,0.2959685937377144,3.4641016151377544,0.0854387736330722,0.1674599963208215,0.47218279178492784,0.13726279914328485
190,0.2988514013268015,2,0.30576833436240874,3.3166247903554,0.09219262162291307,0.18069753838090963,0.4795489397077111,0.11815386294589186
195,0.22097682504383775,2,0.1962037673247218,3.1622776601683795,0.06204507902518423,0.1216083548893611,0.34258517993319887,0.09936847015447665
200,0.21736331084190477,2,0.19092702979077558,3.1622776601683795,0.06037642810296722,0.11833779908181576,0.33570110992372054,0.09902551176008902
205,0.22919868084849992,2,0.19662551221816785,3,0.06554183740605594,0.12846200131586966,0.3576606821643696,0.10073667953263027
210,0.22710780000921366,2,0.1957966534035278,3,0.06526555113450927,0.12792048022363817,0.3550282802328518,0.09918731978557549
215,0.23236432011765898,2,0.20595107909009397,2.8284271247461903,0.0728147023086462,0.14271681652494655,0.37508113664260556,0.08964750359271242
220,0.24724928193889006,2,0.2085845489982365,2.6457513110645907,0.0788375491399858,0.15452159631437215,0.4017708782532622,0.09272768562451791
225,0.21844371031582657,2,0.21494942194762953,2.449489742783178,0.08775273404631533,0.17199535873077804,0.39043906904660464,0.046448351585048536
230,0.215536839523544,2,0.21425615430851827,2.449489742783178,0.08746970871781423,0.1714406290869159,0.3869774686104599,0.04409621043662809
235,0.21242204515995222,2,0.21427225961209617,2.449489742783178,0.08747628368046731,0.17145351601371592,0.38387556117366817,0.040968529146236304
240,0.20823781667226285,2,0.21649295680213151,2.449489742783178,0.08838287951193714,0.1732304438433968,0.38146826051565963,0.03500737282886604
245,0.24647651841901067,2,0.21529885769705723,2.23606797749979,0.09628457625773475,0.1887177694651601,0.4351942878841708,0.05775874895385055
250,0.24589630403093551,2,0.21481690003543938,2.23606797749979,0.09606903823900388,0.18829531494844762,0.43419161897938313,0.0576009890824879
255,0.24527146077616768,2,0.21456182281567596,2.23606797749979,0.09595496423842335,0.18807172990730978,0.4333431906834775,0.057199730868857906
260,0.24369019739876457,2,0.21447012783863154,2.23606797749979,0.09591395699805003,0.18799135571617806,0.4316815531149426,0.055698841682586514
265,0.24190114086597064,2,0.21428204597748787,2.23606797749979,0.09582984423267965,0.18782649469605212,0.42972763556202276,0.05407464616991853
270,0.23960379643688623,2,0.21327155878605056,2.23606797749979,0.09537794062259031,0.186940763620277,0.42654456005716324,0.05266303281660922
275,0.23885552454848166,2,0.21309175163535213,2.23606797749979,0.09529752842022986,0.1867831557036505,0.42563868025213214,0.05207236884483116
280,0.23377164875946083,2,0.21133673132574024,2.23606797749979,0.09451265947739287,0.18524481257569003,0.41901646133515086,0.048526836183770794
285,0.2331108148970938,2,0.21069056171077122,2.23606797749979,0.09422368364057976,0.18467841993553633,0.4177892348326301,0.04843239496155746
290,0.22636765810688714,2,0.20918406238329532,2.23606797749979,0.09354995665972099,0.18335791505305313,0.4097255731599403,0.04300974305383401
295,0.22614525991040887,2,0.20928074336796934,2.23606797749979,0.09359319371049354,0.18344265967256734,0.40958791958297625,0.04270260023784153
300,0.24417120739082193,2,0.2263219725770526,2,0.1131609862885263,0.22179553312551156,0.46596674051633347,0.02237567426531037
305,0.24366258614774564,2,0.22580717617155338,2,0.11290358808577669,0.2212910326481223,0.46495361879586794,0.02237155349962333
310,0.11579405749534744,2,0.0754316767642237,1.7320508075688772,0.043550498885249395,0.08535897781508882,0.20115303531043627,0.030435079680258617
315,0.11164268521047972,2,0.07063920205621183,1.7320508075688772,0.04078356232249426,0.07993578215208876,0.19157846736256848,0.03170690305839097
320,0.1075172438681926,2,0.0650762205958362,1.7320508075688772,0.037571773478849504,0.07364067601854503,0.18115791988673763,0.03387656784964757
325,0.10416666832242495,2,0.06171068003069109,1.7320508075688772,0.035628677727594364,0.06983220834608496,0.1739988766685099,0.03433445997633999
330,0.1164295143562613,2,0.05595180325101905,1.4142135623730951,0.03956389949841108,0.07754524301688571,0.193974757373147,0.03888427133937558
5,0.3512823428012679,3,0.2494332404303561,8.426149773176359,0.02960227946866041,0.058020467758574404,0.4093028105598423,0.2932618750426935
10,0.3366478349490288,3,0.2553220779024696,7.937253933193772,0.03216755820734259,0.06304841408639149,0.3996962490354203,0.2735994208626373
15,0.3350741633651816,3,0.2513552784249767,7.745966692414834,0.032449826910708766,0.06360166074498919,0.3986758241101708,0.2714725026201924
20,0.2950187758256642,3,0.22002102389255354,7.681145747868608,0.028644297493457375,0.056142823087176455,0.35116159891284066,0.23887595273848777
25,0.2917546050632644,3,0.21848337766838755,7.615773105863909,0.028688272960779533,0.05622901500312789,0.3479836200663923,0.2355255900601365
30,0.29487134458700603,3,0.21680865567192373,7.54983443527075,0.02871700797292366,0.056285335626930375,0.3511566802139364,0.23858600896007565
35,0.3089120615352959,3,0.23467866854259398,7.14142842854285,0.03286158657064049,0.06440870967845536,0.37332077121375123,0.24450335185684052
40,0.30688740542765813,3,0.23283529845561005,7.0710678118654755,0.03292788368751111,0.06453865202752178,0.3714260574551799,0.24234875340013634
45,0.3016014943712497,3,0.23359732309249095,7,0.03337104615607014,0.06540725046589747,0.3670087448371472,0.23619424390535226
50,0.30017428734346524,3,0.2321078386438987,6.928203230275509,0.033501880780519286,0.0656636863298178,0.365837973673283,0.23451060101364746
55,0.2970419754913482,3,0.21968810797466526,6.855654600401044,0.03204480400191309,0.06280781584374966,0.35984979133509787,0.23423415964759853
60,0.29167648929001283,3,0.21530038108252036,6.782329983125268,0.03174430934770161,0.06221884632149515,0.353895335611508,0.22945764296851767
65,0.2829810412067222,3,0.21366424330320571,6.708203932499369,0.03185118482580148,0.0624283222585709,0.3454093634652931,0.2205527189481513
70,0.2852032931117829,3,0.21468914589821844,6.557438524302,0.03273978781540629,0.06416998411819633,0.34937327722997924,0.22103330899358656
75,0.28064460518192796,3,0.21609719173063308,6.48074069840786,0.033344520601437146,0.06535526037881681,0.3459998655607448,0.21528934480311115
80,0.2740154833682577,3,0.21576102404088218,6.48074069840786,0.03329264880075957,0.06525359164948875,0.33926907501774645,0.20876189171876897
85,0.26106653692754483,3,0.20981221173241577,6.324555320336759,0.03317422349959681,0.06502147805920974,0.32608801498675455,0.1960450588683351
90,0.26475949862636255,3,0.21369624423993555,6.244997998398398,0.034218785065221864,0.06706881872783485,0.3318283173541974,0.1976906798985277
95,0.266862534754514,3,0.22254781089470801,6.082762530298219,0.03658663473811416,0.07170980408670376,0.33857233884121773,0.19515273066781025
100,0.2679239129446425,3,0.22233852224043213,6.082762530298219,0.036552227895296704,0.07164236667478154,0.33956627961942404,0.196281546269861
105,0.26567554788885184,3,0.22144839440058248,6,0.03690806573343041,0.0723398088375236,0.33801535672637545,0.19333573905132823
110,0.2608209020041615,3,0.22244787257675006,5.916079783099616,0.03760055319270944,0.0736970842577105,0.334517986261872,0.18712381774645104
115,0.2653726854382425,3,0.2229584754300006,5.830951894845301,0.03823706308177592,0.0749446436402808,0.3403173290785233,0.1904280417979617
120,0.2671658247791098,3,0.2269003295247145,5.656854249492381,0.040110690415096954,0.07861695321359002,0.3457827779926998,0.18854887156551975
125,0.2504679243836932,3,0.22837131049342488,5.291502622129181,0.04315812101053697,0.08458991718065245,0.33505784156434565,0.16587800720304074
130,0.25689942355429335,3,0.22863481736417132,5.196152422706632,0.04400079111710841,0.08624155058953248,0.3431409741438258,0.17065787296476087
135,0.2772604980345928,3,0.23155393196491703,4.898979485566356,0.04726574843743152,0.09264086693736577,0.3699013649719586,0.184619631097227
140,0.2810657577400588,3,0.24375298447202753,4.47213595499958,0.05450482429979042,0.10682945562758922,0.38789521336764804,0.1742363021124696
145,0.2776932884490001,3,0.238840139967572,4.47213595499958,0.05340627887230554,0.10467630658971885,0.3823695950387189,0.17301698185928124
150,0.26172963016069,3,0.22321820071209775,4.47213595499958,0.04991310706074425,0.09782968983905872,0.3595593199997487,0.1638999403216313
155,0.24753486077759543,3,0.2217654180752848,4.358898943540674,0.0508764761348534,0.09971789322431267,0.3472527540019081,0.14781696755328277
160,0.24781283666002782,3,0.23097326955277772,4.242640687119285,0.05444092172453249,0.10670420658008369,0.3545170432401115,0.14110863007994412
165,0.24518174778965307,3,0.22975999512950157,4.242640687119285,0.05415495020048623,0.10614370239295301,0.3513254501826061,0.13903804539670006
170,0.24969365141431,3,0.23410833348598878,4.123105625617661,0.05677961098823857,0.11128803753694759,0.3609816889512576,0.1384056138773624
175,0.2530009217728584,3,0.23908367279264722,4,0.059770918198161806,0.11715099966839713,0.3701519214412555,0.13584992210446123
180,0.2590228088441477,3,0.2532120646975033,3.7416573867739413,0.06767377087826389,0.1326405909213972,0.3916633997655449,0.12638221792275048
185,0.2553859802548721,3,0.2536620714104598,3.7416573867739413,0.06779404023123757,0.13287631885322562,0.38826229910809773,0.12250966140164646
190,0.253199352348952,3,0.25702026487455576,3.7416573867739413,0.06869155518703404,0.1346354481665867,0.38783480051553876,0.11856390418236532
195,0.25199360006313304,3,0.27909134337852326,3.4641016151377544,0.08056673111404235,0.157910792983523,0.40990439304665605,0.09408280707961003
200,0.24940234765718008,3,0.27980063934497335,3.4641016151377544,0.08077148722262488,0.15831211495634476,0.40771446261352484,0.09109023270083533
205,0.2506267809291343,3,0.2927976746007898,3.3166247903554,0.08828182055812665,0.17303236829392823,0.4236591492230626,0.07759441263520608
210,0.2175566703942306,3,0.29053231746929153,3.1622776601683795,0.0918743857090088,0.18007379598965725,0.3976304663838879,0.037482874404573346
