id,user_id,was_successful
141651,2,TRUE
126,2,TRUE
141846,2,TRUE
141945,2,TRUE
127,2,TRUE
128,2,TRUE
129,2,TRUE
130,2,TRUE
131,2,TRUE
132,2,TRUE
133,2,TRUE
134,2,TRUE
147391,2,TRUE
135,2,TRUE
148505,2,TRUE
136,2,TRUE
137,2,TRUE
150712,NULL,FALSE
151694,NULL,FALSE
151926,NULL,FALSE
152073,296,TRUE
138,11,TRUE
152532,NULL,FALSE
153658,NULL,FALSE
153659,NULL,FALSE
139,2,TRUE
154895,2,TRUE
140,11,TRUE
141,11,TRUE
156113,6782,TRUE
142,2,TRUE
157081,2,TRUE
143,2,TRUE
144,2,TRUE
157484,10204,TRUE
145,2,TRUE
158021,2,TRUE
158172,2,TRUE
146,2,TRUE
158403,2,TRUE
147,2,TRUE
148,2,TRUE
158965,2,TRUE
149,2,TRUE
150,2,TRUE
151,2,TRUE
161782,9714,FALSE
164219,2,TRUE
152,2,TRUE
153,2,TRUE
164738,39,TRUE
165210,2,TRUE
165448,2,TRUE
154,2,TRUE
165874,2,TRUE
155,2,TRUE
156,2,TRUE
157,102,TRUE
158,2,TRUE
159,2,TRUE
160,2,TRUE
170669,NULL,FALSE
161,102,TRUE
162,2,TRUE
172529,2,TRUE
163,2,TRUE
172813,2,TRUE
164,5,TRUE
173058,NULL,FALSE
173449,NULL,FALSE
173295,10077,TRUE
173965,NULL,FALSE
175425,2,TRUE
175571,2,TRUE
165,5,TRUE
176232,2,TRUE
176729,2,TRUE
177213,2,TRUE
178633,2,TRUE
178865,2,TRUE
166,2,TRUE
180816,10229,TRUE
182296,2,TRUE
167,2,TRUE
168,5,TRUE
169,2095,TRUE
183432,NULL,FALSE
170,2,TRUE
185320,10759,TRUE
171,2,TRUE
185793,10519,TRUE
172,2,TRUE
173,2,TRUE
187202,NULL,FALSE
174,2,TRUE
7,2,TRUE
8,8591,TRUE
9,2,TRUE
1,2,TRUE
2,2,TRUE
3,2,TRUE
4,3,TRUE
5,2,TRUE
6,176,TRUE
175,2,TRUE
176,2,TRUE
177,2,TRUE
178,2,TRUE
179,2,TRUE
180,2,TRUE
181,2,TRUE
182,2,TRUE
183,2,TRUE
184,2,TRUE
185,2,TRUE
186,2,TRUE
187,2,TRUE
188,367,TRUE
189,2,TRUE
190,2,TRUE
191,2,TRUE
192,2,TRUE
193,2,TRUE
194,2,TRUE
195,2,TRUE
196,2,TRUE
197,2,TRUE
203,2,TRUE
204,2,TRUE
205,2,TRUE
206,2,TRUE
213,2,TRUE
216,2,TRUE
217,2,TRUE
219,2,TRUE
220,2,TRUE
222,2,TRUE
230,948,FALSE
234,2,TRUE
198,2,TRUE
199,2,TRUE
200,2,TRUE
202,2,TRUE
207,2,TRUE
208,2,TRUE
210,2,TRUE
214,2,TRUE
218,2,TRUE
221,2,TRUE
224,2,TRUE
225,2,TRUE
227,2,TRUE
228,2,TRUE
229,948,FALSE
232,948,TRUE
235,2,TRUE
201,2,TRUE
209,2,TRUE
211,2,TRUE
212,2,TRUE
215,2,TRUE
223,2,TRUE
226,2,TRUE
231,948,FALSE
233,2,TRUE
236,2,TRUE
237,2,TRUE
238,2,TRUE
239,7129,TRUE
240,2,TRUE
241,2,TRUE
242,5,TRUE
243,5,TRUE
244,2,TRUE
245,1880,TRUE
246,2,TRUE
247,2,TRUE
248,2,TRUE
249,18,TRUE
250,2,TRUE
251,2,TRUE
252,2,TRUE
253,1451,TRUE
254,2,TRUE
255,45,TRUE
256,59,TRUE
257,2,TRUE
258,2,TRUE
259,2,TRUE
260,2,TRUE
261,2,TRUE
262,2,TRUE
263,2,TRUE
264,2,TRUE
265,7,TRUE
267,1451,TRUE
268,1451,TRUE
269,2,TRUE
270,2283,TRUE
271,2,TRUE
272,2,TRUE
273,2,TRUE
274,2,TRUE
275,2,TRUE
276,2,TRUE
277,2,TRUE
278,2,TRUE
279,2,TRUE
280,2,TRUE
281,2,TRUE
282,2,TRUE
283,45,TRUE
284,2,TRUE
285,2,TRUE
286,2075,TRUE
287,2,TRUE
288,2,TRUE
289,2,TRUE
290,2,TRUE
291,176,TRUE
292,2,TRUE
293,2,TRUE
294,2,TRUE
295,2,TRUE
296,2,TRUE
297,2,TRUE
298,1901,TRUE
299,2,TRUE
300,5122,TRUE
301,8601,TRUE
302,5,TRUE
303,2,TRUE
304,2,TRUE
305,2,TRUE
306,2,TRUE
307,2,TRUE
308,2283,TRUE
309,2,TRUE
310,2315,TRUE
311,2299,TRUE
312,5282,TRUE
313,4769,TRUE
314,2,TRUE
315,2,TRUE
316,2,TRUE
317,296,TRUE
318,2,TRUE
319,2,TRUE
320,2,TRUE
321,2,TRUE
322,2,TRUE
323,2,TRUE
324,2315,TRUE
325,2,TRUE
326,2315,TRUE
327,2,TRUE
328,2,TRUE
329,2,TRUE
330,5122,TRUE
331,45,TRUE
332,296,TRUE
333,2,TRUE
334,2,TRUE
335,2,TRUE
336,176,TRUE
337,2,TRUE
338,2180,TRUE
339,2,TRUE
340,2,TRUE
341,4769,TRUE
342,2,TRUE
343,5,TRUE
344,2,TRUE
345,2,TRUE
346,2,TRUE
347,296,TRUE
348,2,TRUE
349,2,TRUE
350,2,TRUE
351,2,TRUE
352,2,TRUE
353,2,TRUE
354,2,TRUE
355,2,TRUE
356,1880,TRUE
357,2,TRUE
358,2,TRUE
359,20,TRUE
360,2,TRUE
361,2,TRUE
362,85,TRUE
363,2,TRUE
364,85,TRUE
365,2,TRUE
366,2,TRUE
367,8602,TRUE
368,2,TRUE
369,796,TRUE
370,2,TRUE
371,8603,TRUE
372,8604,TRUE
373,8605,TRUE
374,2,TRUE
375,8606,TRUE
376,2,TRUE
377,2180,TRUE
378,2,TRUE
379,1901,TRUE
380,13,TRUE
381,2,TRUE
382,2,TRUE
383,8607,TRUE
384,2,TRUE
385,8608,TRUE
389,2,TRUE
390,2,TRUE
391,2,TRUE
386,2,TRUE
392,2,TRUE
387,296,TRUE
388,372,TRUE
393,2,TRUE
394,2,TRUE
395,8609,TRUE
396,296,TRUE
397,2,TRUE
398,2,TRUE
399,8610,TRUE
400,8611,TRUE
401,5122,TRUE
402,2,TRUE
403,2,TRUE
404,5122,TRUE
405,8612,TRUE
406,2,TRUE
407,4769,TRUE
408,45,TRUE
409,2,TRUE
410,2,TRUE
411,2,TRUE
412,2,TRUE
413,2,TRUE
414,2,TRUE
415,2,TRUE
416,2,TRUE
417,296,TRUE
418,296,TRUE
419,296,TRUE
420,296,TRUE
421,2,TRUE
422,296,TRUE
423,296,TRUE
424,296,TRUE
425,296,TRUE
426,2,TRUE
427,296,TRUE
428,296,TRUE
429,296,TRUE
430,296,TRUE
431,176,TRUE
432,296,TRUE
433,296,TRUE
434,2,TRUE
435,296,TRUE
436,296,TRUE
437,296,TRUE
438,296,TRUE
439,296,TRUE
440,296,TRUE
441,2,TRUE
442,296,TRUE
443,296,TRUE
444,296,TRUE
445,296,TRUE
446,296,TRUE
447,2,TRUE
448,296,TRUE
449,296,TRUE
450,1009,TRUE
451,8613,TRUE
452,296,TRUE
453,296,TRUE
454,8353,TRUE
455,296,TRUE
456,4,TRUE
457,296,TRUE
458,296,TRUE
459,2,TRUE
460,296,TRUE
461,296,TRUE
462,296,TRUE
463,2,TRUE
464,296,TRUE
465,372,TRUE
466,296,TRUE
467,296,TRUE
468,296,TRUE
469,2,TRUE
470,2180,TRUE
473,2,TRUE
471,85,TRUE
472,2,TRUE
476,296,TRUE
478,8614,TRUE
479,372,TRUE
474,2,TRUE
482,3,TRUE
475,2,TRUE
477,2,TRUE
480,8615,TRUE
481,8616,TRUE
483,2,TRUE
484,8617,TRUE
485,8618,TRUE
486,8619,TRUE
487,NULL,FALSE
488,NULL,FALSE
489,NULL,FALSE
490,8615,TRUE
491,296,TRUE
492,8620,TRUE
493,8621,TRUE
494,8622,TRUE
495,2,TRUE
787,2,TRUE
496,8623,TRUE
497,8624,TRUE
498,139,TRUE
499,2,TRUE
500,296,TRUE
501,5282,TRUE
502,8625,TRUE
503,5122,TRUE
504,2315,TRUE
505,2,TRUE
506,8626,TRUE
507,2283,TRUE
508,2,TRUE
509,8627,TRUE
510,8628,TRUE
511,296,TRUE
512,8629,TRUE
513,2,TRUE
514,8630,TRUE
515,8631,TRUE
516,2,TRUE
517,2,TRUE
518,296,TRUE
519,2,TRUE
520,8632,TRUE
521,8633,TRUE
522,2,TRUE
523,8634,TRUE
524,8635,TRUE
525,2,TRUE
526,2,TRUE
527,8636,TRUE
528,8637,TRUE
529,296,TRUE
530,45,TRUE
531,2,TRUE
532,2,TRUE
533,8638,TRUE
534,2,TRUE
535,8639,FALSE
536,8640,TRUE
537,2,TRUE
538,2,TRUE
539,8641,TRUE
540,8642,TRUE
541,8643,TRUE
542,2,TRUE
545,8645,TRUE
546,2,TRUE
547,5,TRUE
552,8648,TRUE
553,8649,TRUE
554,2,TRUE
558,2,TRUE
560,2,TRUE
562,8653,TRUE
565,2,TRUE
566,2,TRUE
570,2,TRUE
573,2,TRUE
574,1451,TRUE
577,2,TRUE
579,8657,TRUE
582,8659,TRUE
543,8644,TRUE
548,2,TRUE
933,2,TRUE
550,8646,TRUE
555,2,TRUE
556,8651,TRUE
559,2,TRUE
561,8652,TRUE
563,2,TRUE
567,296,TRUE
568,8654,TRUE
569,8655,TRUE
571,2180,TRUE
575,2,TRUE
578,2,TRUE
580,2,TRUE
581,8658,TRUE
544,2,TRUE
549,5,TRUE
551,8647,TRUE
557,2,TRUE
564,2,TRUE
572,8656,TRUE
576,2180,TRUE
583,8660,TRUE
584,2,TRUE
585,139,TRUE
586,8661,TRUE
587,2,TRUE
588,8662,TRUE
589,2,TRUE
590,8663,TRUE
591,2,TRUE
592,2,TRUE
593,NULL,FALSE
594,NULL,FALSE
595,NULL,FALSE
596,6660,FALSE
597,6660,FALSE
598,6660,FALSE
599,6660,FALSE
600,6660,FALSE
601,6660,FALSE
602,6660,FALSE
603,6660,FALSE
604,6660,FALSE
605,6660,FALSE
606,6660,FALSE
607,6660,FALSE
608,6660,FALSE
609,2,TRUE
610,6660,TRUE
611,8664,TRUE
612,2,TRUE
613,8665,TRUE
614,8666,TRUE
615,2,TRUE
616,2,TRUE
617,296,TRUE
618,8668,TRUE
619,7129,TRUE
620,8669,TRUE
621,2,TRUE
622,8670,TRUE
3607,5,TRUE
623,8671,TRUE
624,2,TRUE
625,8672,TRUE
626,2,TRUE
627,8673,TRUE
628,2,TRUE
629,2,TRUE
630,8674,TRUE
631,85,TRUE
632,2,TRUE
633,8675,TRUE
634,8676,TRUE
635,2,TRUE
636,8677,TRUE
637,2,TRUE
640,8680,TRUE
643,8682,TRUE
645,8683,TRUE
646,8684,TRUE
656,8686,TRUE
661,2,TRUE
662,8689,TRUE
668,372,TRUE
669,2,TRUE
674,8690,TRUE
678,2,TRUE
685,8697,TRUE
638,8678,TRUE
641,8681,TRUE
650,1397,FALSE
651,1397,FALSE
652,1397,TRUE
657,2,TRUE
659,8687,TRUE
665,296,TRUE
667,296,TRUE
670,8692,TRUE
671,1016,FALSE
673,2,TRUE
676,8636,TRUE
682,2,TRUE
686,2315,TRUE
689,8698,TRUE
690,2,TRUE
691,8699,TRUE
639,8679,TRUE
642,2,TRUE
644,2,TRUE
647,2,TRUE
648,176,TRUE
649,2,TRUE
653,2,TRUE
654,45,TRUE
655,8685,TRUE
658,2,TRUE
660,8688,TRUE
663,8690,TRUE
664,2,TRUE
666,296,TRUE
672,1016,TRUE
675,2,TRUE
677,8693,TRUE
679,2,TRUE
9604,5,TRUE
680,8694,TRUE
681,8695,TRUE
683,2,TRUE
684,6782,TRUE
687,2,TRUE
688,2,TRUE
692,8700,TRUE
693,2,TRUE
694,8701,TRUE
695,8702,TRUE
696,2,TRUE
697,8703,TRUE
698,2,TRUE
699,2,TRUE
700,8704,TRUE
701,2,TRUE
702,13,TRUE
703,8704,TRUE
704,8705,TRUE
705,2,TRUE
706,59,TRUE
707,2,TRUE
708,8706,TRUE
709,2,TRUE
710,5122,TRUE
711,2,TRUE
712,2,TRUE
713,2,TRUE
714,8707,TRUE
715,2,TRUE
716,2,TRUE
717,2,TRUE
718,2,TRUE
719,8708,TRUE
720,2,TRUE
721,2,TRUE
722,8709,TRUE
723,2,TRUE
724,2,TRUE
725,8710,TRUE
726,2,TRUE
727,8711,TRUE
728,8712,TRUE
729,2,TRUE
730,2,TRUE
731,8713,TRUE
732,2,TRUE
733,8714,TRUE
734,2,TRUE
735,8716,TRUE
736,2,TRUE
864,2,TRUE
737,8717,TRUE
739,2,TRUE
743,8723,TRUE
744,8724,TRUE
745,8725,TRUE
746,8722,TRUE
747,1874,TRUE
749,2,TRUE
755,2,TRUE
757,2,TRUE
763,8732,TRUE
765,2,TRUE
767,8735,TRUE
773,2,TRUE
775,8739,TRUE
784,2,TRUE
20996,5,TRUE
788,8742,TRUE
790,8743,TRUE
792,8744,TRUE
794,8745,TRUE
798,8748,TRUE
800,8749,TRUE
801,8750,TRUE
802,8751,TRUE
804,8752,TRUE
809,1107,TRUE
812,8756,TRUE
738,8718,TRUE
741,8721,TRUE
742,8722,TRUE
750,2,TRUE
753,8728,TRUE
754,8729,TRUE
756,2,TRUE
758,8730,TRUE
759,2,TRUE
761,8731,TRUE
762,2,TRUE
764,8733,TRUE
766,8734,TRUE
769,2,TRUE
771,8737,TRUE
772,8738,TRUE
776,2,TRUE
778,2,TRUE
780,2,TRUE
781,2,TRUE
783,8740,TRUE
786,5,TRUE
789,2,TRUE
796,8747,TRUE
797,2,TRUE
740,8720,TRUE
748,8726,TRUE
751,2,TRUE
752,8727,TRUE
760,2,TRUE
768,8736,TRUE
770,2,TRUE
774,2,TRUE
777,2,TRUE
779,2,TRUE
782,2,TRUE
785,2,TRUE
791,2,TRUE
793,2,TRUE
795,2,TRUE
799,2,TRUE
803,2,TRUE
805,8753,TRUE
806,2,TRUE
807,8754,TRUE
808,2,TRUE
810,2,TRUE
811,8755,TRUE
813,2,TRUE
814,8757,TRUE
815,2,TRUE
816,2180,TRUE
817,8757,TRUE
818,2,TRUE
819,8758,TRUE
22981,5,TRUE
820,8759,TRUE
821,2,TRUE
822,8760,TRUE
823,8761,TRUE
824,2,TRUE
825,8762,TRUE
826,176,TRUE
827,2,TRUE
828,8763,TRUE
829,8764,TRUE
830,2,TRUE
831,2,TRUE
832,8765,TRUE
833,8766,TRUE
834,8767,TRUE
835,2,TRUE
836,2,TRUE
837,1880,TRUE
838,8768,TRUE
839,2,TRUE
840,8769,TRUE
841,2,TRUE
842,8770,TRUE
843,2,TRUE
844,2,TRUE
845,2,TRUE
846,2,TRUE
847,2,TRUE
848,6782,TRUE
849,2,TRUE
850,2,TRUE
851,2,TRUE
852,2,TRUE
853,2,TRUE
854,45,TRUE
855,2,TRUE
856,2,TRUE
857,2,TRUE
858,2,TRUE
859,2,TRUE
860,2,TRUE
861,2,TRUE
862,45,TRUE
863,2,TRUE
865,2,TRUE
867,2,TRUE
873,2,TRUE
883,2,TRUE
895,59,TRUE
897,2,TRUE
899,8773,TRUE
904,2,TRUE
908,296,TRUE
913,2,TRUE
915,2,TRUE
917,2,TRUE
918,5282,TRUE
920,2,TRUE
921,59,TRUE
922,2,TRUE
926,2,TRUE
927,2,TRUE
934,2,TRUE
938,2,TRUE
940,2,TRUE
943,2,TRUE
866,2,TRUE
869,2,TRUE
870,2,TRUE
878,2,TRUE
879,2,TRUE
880,2,TRUE
882,2,TRUE
890,6589,TRUE
901,2,TRUE
903,8775,TRUE
924,2,TRUE
932,2,TRUE
937,2,TRUE
939,2,TRUE
944,2,TRUE
868,2,TRUE
872,2,TRUE
874,2,TRUE
876,2,TRUE
884,2,TRUE
886,59,TRUE
887,2,TRUE
888,2,TRUE
893,2,TRUE
898,2299,TRUE
900,5122,TRUE
902,8774,TRUE
906,8776,TRUE
907,2,TRUE
909,6782,TRUE
910,296,TRUE
914,296,TRUE
919,2,TRUE
928,2,TRUE
930,2,TRUE
935,2,TRUE
941,2,TRUE
942,2,TRUE
871,2,TRUE
875,2,TRUE
877,2,TRUE
881,2,TRUE
885,7129,TRUE
889,2,TRUE
891,2,TRUE
892,8771,TRUE
894,8772,TRUE
896,2,TRUE
905,2,TRUE
911,2,TRUE
912,2,TRUE
916,2,TRUE
923,2,TRUE
925,2,TRUE
929,2283,TRUE
931,2315,TRUE
936,2,TRUE
945,2,TRUE
946,2,TRUE
947,372,TRUE
948,2,TRUE
949,2,TRUE
950,2,TRUE
951,176,TRUE
952,2,TRUE
953,2,TRUE
954,2,TRUE
955,2,TRUE
956,2,TRUE
957,2,TRUE
958,2,TRUE
959,2,TRUE
960,2,TRUE
961,2,TRUE
962,2,TRUE
963,2,TRUE
964,2,TRUE
965,2,TRUE
966,2,TRUE
967,2,TRUE
968,2,TRUE
969,2,TRUE
970,2,TRUE
971,2,TRUE
972,2,TRUE
973,2,TRUE
974,7129,TRUE
975,2,TRUE
976,2,TRUE
977,2,TRUE
978,2,TRUE
979,2,TRUE
980,2,TRUE
981,2,TRUE
982,2,TRUE
983,8777,TRUE
984,2,TRUE
985,2,TRUE
986,2,TRUE
987,2,TRUE
988,8778,TRUE
989,2,TRUE
990,2,TRUE
991,11,TRUE
992,8779,TRUE
993,11,TRUE
994,11,TRUE
995,2,TRUE
996,2,TRUE
997,NULL,FALSE
998,2,TRUE
999,8780,TRUE
1000,8781,TRUE
1001,8782,TRUE
1002,2,TRUE
1003,8783,TRUE
1004,2,TRUE
1005,2,TRUE
1006,2,TRUE
1007,2,TRUE
1008,2,TRUE
1009,2,TRUE
1010,8784,TRUE
1011,2,TRUE
1014,2,TRUE
1019,2,TRUE
1020,367,TRUE
1022,8787,TRUE
1024,2,TRUE
1026,8789,TRUE
1033,2,TRUE
1035,2,TRUE
1056,2,TRUE
1061,8800,TRUE
1065,8801,TRUE
1072,8804,TRUE
1077,8808,TRUE
1081,2,TRUE
1086,8813,TRUE
1012,2,TRUE
1018,2,TRUE
1023,2,TRUE
1028,2,TRUE
1039,2,TRUE
1041,2,TRUE
1044,2,TRUE
1045,8795,TRUE
1046,2,TRUE
1047,8796,TRUE
1048,8796,FALSE
1051,2,TRUE
1058,8798,TRUE
1060,8799,TRUE
1068,8802,TRUE
1069,2,TRUE
1071,2,TRUE
1074,2,TRUE
1076,8807,TRUE
1078,5122,TRUE
1088,8815,TRUE
1013,8785,TRUE
1034,8791,TRUE
1037,2,TRUE
1038,8793,TRUE
1040,2,TRUE
1042,8794,TRUE
1043,2,TRUE
1049,8796,TRUE
1050,2,TRUE
1054,2,TRUE
1057,2,TRUE
1062,5122,TRUE
1067,2,TRUE
1073,8805,TRUE
1079,8809,TRUE
1080,8810,TRUE
1082,2,TRUE
1083,2,TRUE
1084,8811,TRUE
1085,2,TRUE
1087,8814,TRUE
1015,2,TRUE
1016,8786,TRUE
1017,2,TRUE
1021,2,TRUE
1025,8788,TRUE
1027,2,TRUE
1029,2,TRUE
1030,8790,TRUE
1031,2,TRUE
1032,2,TRUE
1036,8792,TRUE
1052,2,TRUE
1053,8797,TRUE
1055,2,TRUE
1059,2,TRUE
1063,2,TRUE
1064,2,TRUE
1066,2,TRUE
1070,8803,TRUE
1075,8806,TRUE
1089,8816,TRUE
1090,5724,TRUE
1091,2,TRUE
1092,8817,TRUE
1093,8818,TRUE
1094,2,TRUE
1095,2,TRUE
1096,2,TRUE
1097,8819,TRUE
1098,2,TRUE
1099,8820,TRUE
1100,2,TRUE
1101,2,TRUE
1102,8822,TRUE
1103,2,TRUE
1104,8823,TRUE
1105,8824,TRUE
1106,8825,TRUE
1107,2,TRUE
1108,8826,TRUE
1109,2,TRUE
1110,8827,TRUE
1111,8828,TRUE
1112,NULL,FALSE
1113,2,TRUE
1114,8829,TRUE
1115,2,TRUE
1116,8830,TRUE
1117,2,TRUE
1118,2,TRUE
1119,2,TRUE
1120,2315,TRUE
1121,5282,TRUE
1122,2,TRUE
1123,2,TRUE
1124,2,TRUE
1125,8831,TRUE
1126,2,TRUE
1127,8832,TRUE
1128,8833,TRUE
1129,2,TRUE
1130,367,TRUE
1131,8834,TRUE
1132,2,TRUE
1133,2,TRUE
1134,7129,TRUE
1135,2,TRUE
1136,8835,TRUE
1137,8836,TRUE
1138,2,TRUE
1141,8838,TRUE
1142,8839,TRUE
1143,8840,TRUE
1151,2,TRUE
1152,2,TRUE
1155,2,TRUE
1156,2,TRUE
1164,2,TRUE
1171,2,TRUE
1178,1451,TRUE
1182,2,TRUE
1185,2,TRUE
1192,2,TRUE
1193,2,TRUE
1198,2,TRUE
1203,2,TRUE
1212,2,TRUE
1214,2,TRUE
1218,2,TRUE
1221,6782,TRUE
1222,2,TRUE
1224,2,TRUE
1235,31,TRUE
1238,2,TRUE
1241,2,TRUE
1246,2075,TRUE
1139,8837,TRUE
1140,2,TRUE
1153,2,TRUE
1158,2,TRUE
