"id","user_id","type","per_trade_limit","total_budget","target","is_power_mode","is_active","start_date","end_date","created_at","updated_at"
144,8920,"recurring",NULL,"277.21235232591",NULL,True,False,"2014-07-17 11:12:44.950369",NULL,"2014-07-17 11:12:44.927445","2014-07-17 11:12:44.927445"
157,8958,"recurring","100",NULL,NULL,False,True,"2014-07-20 15:55:16.598711","2014-07-27 15:55:16.598711","2014-07-20 15:55:16.585856","2014-07-20 15:55:16.585856"
160,8920,"recurring",NULL,"300",NULL,True,False,"2014-07-21 00:19:35.575465",NULL,"2014-07-21 00:19:35.559072","2014-07-21 00:19:35.559072"
161,8969,"recurring","100",NULL,NULL,False,True,"2014-07-21 03:27:38.887833","2014-07-28 03:27:38.887833","2014-07-21 03:27:38.875045","2014-07-21 03:27:38.875045"
162,8973,"recurring","100",NULL,NULL,False,True,"2014-07-21 12:56:58.601584","2014-07-28 12:56:58.601584","2014-07-21 12:56:58.588497","2014-07-21 12:56:58.588497"
163,1979,"recurring","100",NULL,NULL,False,True,"2014-07-22 12:18:38.442429","2014-07-29 12:18:38.442429","2014-07-22 12:18:38.421761","2014-07-22 12:18:38.421761"
164,54,"recurring",NULL,"300",NULL,True,False,"2014-07-22 13:16:47.730859",NULL,"2014-07-22 13:16:47.714765","2014-07-22 13:16:47.714765"
165,9006,"recurring","100",NULL,NULL,False,True,"2014-07-22 18:00:22.92756","2014-07-29 18:00:22.92756","2014-07-22 18:00:22.914218","2014-07-22 18:00:22.914218"
166,1932,"recurring",NULL,"192.28919436311",NULL,True,True,"2014-07-23 14:12:54.133231",NULL,"2014-07-23 14:12:54.119007","2014-07-23 14:12:54.119007"
139,372,"recurring",NULL,"289.812018925",NULL,True,False,"2014-07-16 17:29:59.507396",NULL,"2014-07-16 17:29:59.49429","2014-07-16 17:29:59.49429"
159,8920,"recurring",NULL,"191.6585736364",NULL,True,False,"2014-07-21 00:19:18.281029",NULL,"2014-07-21 00:19:18.265095","2014-07-21 00:19:18.265095"
169,9017,"recurring","100",NULL,NULL,False,True,"2014-07-24 08:35:21.296696","2014-07-31 08:35:21.296696","2014-07-24 08:35:21.282312","2014-07-24 08:35:21.282312"
174,2058,"recurring","100",NULL,NULL,False,True,"2014-07-24 13:17:04.700972","2014-07-31 13:17:04.700972","2014-07-24 13:17:04.68368","2014-07-24 13:17:04.68368"
176,2058,"recurring","100",NULL,NULL,False,True,"2014-07-24 13:21:22.453743","2014-07-31 13:21:22.453743","2014-07-24 13:21:22.435625","2014-07-24 13:21:22.435625"
180,9022,"recurring","100",NULL,NULL,False,True,"2014-07-24 15:55:45.009544","2014-07-31 15:55:45.009544","2014-07-24 15:55:44.995846","2014-07-24 15:55:44.995846"
183,9028,"recurring","100",NULL,NULL,False,True,"2014-07-24 15:59:20.069413","2014-07-31 15:59:20.069413","2014-07-24 15:59:20.056174","2014-07-24 15:59:20.056174"
185,9034,"recurring","100",NULL,NULL,False,True,"2014-07-24 16:08:04.800458","2014-07-31 16:08:04.800458","2014-07-24 16:08:04.786047","2014-07-24 16:08:04.786047"
186,9039,"recurring","100",NULL,NULL,False,True,"2014-07-24 16:25:41.504751","2014-07-31 16:25:41.504751","2014-07-24 16:25:41.490962","2014-07-24 16:25:41.490962"
192,9060,"recurring","100",NULL,NULL,False,True,"2014-07-24 17:21:32.22466","2014-07-31 17:21:32.22466","2014-07-24 17:21:32.211012","2014-07-24 17:21:32.211012"
196,9071,"recurring","100",NULL,NULL,False,True,"2014-07-24 18:01:43.807918","2014-07-31 18:01:43.807918","2014-07-24 18:01:43.793722","2014-07-24 18:01:43.793722"
167,1932,"recurring",NULL,"0.5",NULL,True,True,"2014-07-23 14:18:19.892072",NULL,"2014-07-23 14:18:19.877092","2014-07-23 14:18:19.877092"
170,2058,"recurring","100",NULL,NULL,False,True,"2014-07-24 12:42:07.886463","2014-07-31 12:42:07.886463","2014-07-24 12:42:07.87247","2014-07-24 12:42:07.87247"
171,2058,"recurring","100",NULL,NULL,False,True,"2014-07-24 12:43:51.92397","2014-07-31 12:43:51.92397","2014-07-24 12:43:51.908838","2014-07-24 12:43:51.908838"
172,2058,"recurring","100",NULL,NULL,False,True,"2014-07-24 12:58:12.763406","2014-07-31 12:58:12.763406","2014-07-24 12:58:12.747543","2014-07-24 12:58:12.747543"
173,2058,"recurring","100",NULL,NULL,False,True,"2014-07-24 12:58:50.921149","2014-07-31 12:58:50.921149","2014-07-24 12:58:50.904687","2014-07-24 12:58:50.904687"
175,8995,"recurring","100",NULL,NULL,False,True,"2014-07-24 13:17:52.42951","2014-07-31 13:17:52.42951","2014-07-24 13:17:52.415983","2014-07-24 13:17:52.415983"
187,9046,"recurring","100",NULL,NULL,False,True,"2014-07-24 16:42:42.39093","2014-07-31 16:42:42.39093","2014-07-24 16:42:42.377556","2014-07-24 16:42:42.377556"
191,9052,"recurring","100",NULL,NULL,False,True,"2014-07-24 17:05:45.58354","2014-07-31 17:05:45.58354","2014-07-24 17:05:45.566107","2014-07-24 17:05:45.566107"
179,20,"recurring",NULL,"298.4629801541",NULL,True,True,"2014-07-24 15:18:28.288964",NULL,"2014-07-24 15:18:28.275159","2014-07-24 15:18:28.275159"
158,8920,"recurring",NULL,"286.68962914567",NULL,True,False,"2014-07-21 00:15:16.490876",NULL,"2014-07-21 00:15:16.469046","2014-07-21 00:15:16.469046"
200,372,"recurring",NULL,"195.817948242",NULL,True,False,"2014-07-24 19:16:38.829062",NULL,"2014-07-24 19:16:38.814309","2014-07-24 19:16:38.814309"
177,2058,"recurring","100",NULL,NULL,False,True,"2014-07-24 13:22:52.051037","2014-07-31 13:22:52.051037","2014-07-24 13:22:52.030482","2014-07-24 13:22:52.030482"
181,9025,"recurring","100",NULL,NULL,False,True,"2014-07-24 15:56:49.10615","2014-07-31 15:56:49.10615","2014-07-24 15:56:49.092076","2014-07-24 15:56:49.092076"
193,9062,"recurring","100",NULL,NULL,False,True,"2014-07-24 17:22:03.275403","2014-07-31 17:22:03.275403","2014-07-24 17:22:03.261946","2014-07-24 17:22:03.261946"
178,2058,"recurring","100",NULL,NULL,False,True,"2014-07-24 14:06:36.175876","2014-07-31 14:06:36.175876","2014-07-24 14:06:36.155227","2014-07-24 14:06:36.155227"
182,9026,"recurring","100",NULL,NULL,False,False,"2014-07-24 15:56:55.706667","2014-07-31 15:56:55.706667","2014-07-24 15:56:55.692414","2014-07-24 15:56:55.692414"
184,9032,"recurring","100",NULL,NULL,False,True,"2014-07-24 16:03:21.633731","2014-07-31 16:03:21.633731","2014-07-24 16:03:21.619668","2014-07-24 16:03:21.619668"
194,9064,"recurring","100",NULL,NULL,False,True,"2014-07-24 17:33:17.058542","2014-07-31 17:33:17.058542","2014-07-24 17:33:17.043983","2014-07-24 17:33:17.043983"
195,9065,"recurring","100",NULL,NULL,False,True,"2014-07-24 17:35:20.410121","2014-07-31 17:35:20.410121","2014-07-24 17:35:20.395942","2014-07-24 17:35:20.395942"
198,9081,"recurring","100",NULL,NULL,False,True,"2014-07-24 18:36:33.623376","2014-07-31 18:36:33.623376","2014-07-24 18:36:33.609246","2014-07-24 18:36:33.609246"
199,9086,"recurring","100",NULL,NULL,False,True,"2014-07-24 19:01:06.017537","2014-07-31 19:01:06.017537","2014-07-24 19:01:06.003308","2014-07-24 19:01:06.003308"
201,9090,"recurring","100",NULL,NULL,False,True,"2014-07-24 19:27:52.069523","2014-07-31 19:27:52.069523","2014-07-24 19:27:52.054467","2014-07-24 19:27:52.054467"
188,9048,"recurring","100",NULL,NULL,False,False,"2014-07-24 16:48:48.462606","2014-07-31 16:48:48.462606","2014-07-24 16:48:48.449145","2014-07-24 16:48:48.449145"
189,9050,"recurring","100",NULL,NULL,False,True,"2014-07-24 16:52:30.145663","2014-07-31 16:52:30.145663","2014-07-24 16:52:30.131427","2014-07-24 16:52:30.131427"
190,9056,"recurring","100",NULL,NULL,False,True,"2014-07-24 17:03:59.671542","2014-07-31 17:03:59.671542","2014-07-24 17:03:59.657673","2014-07-24 17:03:59.657673"
197,9072,"recurring","100",NULL,NULL,False,True,"2014-07-24 18:07:10.872835","2014-07-31 18:07:10.872835","2014-07-24 18:07:10.858068","2014-07-24 18:07:10.858068"
202,9094,"recurring","100",NULL,NULL,False,True,"2014-07-24 19:56:11.69665","2014-07-31 19:56:11.69665","2014-07-24 19:56:11.682661","2014-07-24 19:56:11.682661"
203,9108,"recurring","100",NULL,NULL,False,True,"2014-07-24 20:48:17.153909","2014-07-31 20:48:17.153909","2014-07-24 20:48:17.13985","2014-07-24 20:48:17.13985"
204,9111,"recurring","100",NULL,NULL,False,True,"2014-07-24 20:53:03.061342","2014-07-31 20:53:03.061342","2014-07-24 20:53:03.046491","2014-07-24 20:53:03.046491"
205,9115,"recurring","100",NULL,NULL,False,True,"2014-07-24 21:07:47.660535","2014-07-31 21:07:47.660535","2014-07-24 21:07:47.644295","2014-07-24 21:07:47.644295"
207,9129,"recurring","100",NULL,NULL,False,True,"2014-07-25 00:42:39.252533","2014-08-01 00:42:39.252533","2014-07-25 00:42:39.223108","2014-07-25 00:42:39.223108"
208,9132,"recurring","100",NULL,NULL,False,True,"2014-07-25 00:52:38.51539","2014-08-01 00:52:38.51539","2014-07-25 00:52:38.501271","2014-07-25 00:52:38.501271"
209,9134,"recurring","100",NULL,NULL,False,True,"2014-07-25 00:56:40.060962","2014-08-01 00:56:40.060962","2014-07-25 00:56:40.046909","2014-07-25 00:56:40.046909"
210,9143,"recurring","100",NULL,NULL,False,True,"2014-07-25 02:45:15.10288","2014-08-01 02:45:15.10288","2014-07-25 02:45:15.088506","2014-07-25 02:45:15.088506"
211,9145,"recurring","100",NULL,NULL,False,True,"2014-07-25 03:45:12.986162","2014-08-01 03:45:12.986162","2014-07-25 03:45:12.971683","2014-07-25 03:45:12.971683"
212,9146,"recurring","100",NULL,NULL,False,True,"2014-07-25 03:48:52.599753","2014-08-01 03:48:52.599753","2014-07-25 03:48:52.585907","2014-07-25 03:48:52.585907"
213,9154,"recurring","100",NULL,NULL,False,True,"2014-07-25 04:27:35.566828","2014-08-01 04:27:35.566828","2014-07-25 04:27:35.552613","2014-07-25 04:27:35.552613"
214,9155,"recurring","100",NULL,NULL,False,True,"2014-07-25 04:30:07.056412","2014-08-01 04:30:07.056412","2014-07-25 04:30:07.040879","2014-07-25 04:30:07.040879"
215,9156,"recurring","100",NULL,NULL,False,True,"2014-07-25 04:32:52.644623","2014-08-01 04:32:52.644623","2014-07-25 04:32:52.630944","2014-07-25 04:32:52.630944"
216,9160,"recurring","100",NULL,NULL,False,True,"2014-07-25 04:57:35.238327","2014-08-01 04:57:35.238327","2014-07-25 04:57:35.224218","2014-07-25 04:57:35.224218"
217,9161,"recurring","100",NULL,NULL,False,True,"2014-07-25 04:57:39.826956","2014-08-01 04:57:39.826956","2014-07-25 04:57:39.812468","2014-07-25 04:57:39.812468"
218,9169,"recurring","100",NULL,NULL,False,True,"2014-07-25 06:39:02.954725","2014-08-01 06:39:02.954725","2014-07-25 06:39:02.940121","2014-07-25 06:39:02.940121"
219,9170,"recurring","100",NULL,NULL,False,True,"2014-07-25 06:42:02.662965","2014-08-01 06:42:02.662965","2014-07-25 06:42:02.648669","2014-07-25 06:42:02.648669"
220,9179,"recurring","100",NULL,NULL,False,True,"2014-07-25 08:00:54.02367","2014-08-01 08:00:54.02367","2014-07-25 08:00:54.009353","2014-07-25 08:00:54.009353"
221,9185,"recurring","100",NULL,NULL,False,True,"2014-07-25 08:31:23.942523","2014-08-01 08:31:23.942523","2014-07-25 08:31:23.928927","2014-07-25 08:31:23.928927"
222,9184,"recurring","100",NULL,NULL,False,True,"2014-07-25 08:31:56.592281","2014-08-01 08:31:56.592281","2014-07-25 08:31:56.577435","2014-07-25 08:31:56.577435"
223,9189,"recurring","100",NULL,NULL,False,False,"2014-07-25 08:43:26.695109","2014-08-01 08:43:26.695109","2014-07-25 08:43:26.680993","2014-07-25 08:43:26.680993"
224,9191,"recurring","100",NULL,NULL,False,True,"2014-07-25 08:47:23.383859","2014-08-01 08:47:23.383859","2014-07-25 08:47:23.36969","2014-07-25 08:47:23.36969"
225,9197,"recurring","100",NULL,NULL,False,True,"2014-07-25 09:28:55.1451","2014-08-01 09:28:55.1451","2014-07-25 09:28:55.130815","2014-07-25 09:28:55.130815"
226,9197,"recurring","100",NULL,NULL,False,True,"2014-07-25 09:29:43.741489","2014-08-01 09:29:43.741489","2014-07-25 09:29:43.726366","2014-07-25 09:29:43.726366"
227,9205,"recurring","100",NULL,NULL,False,True,"2014-07-25 10:01:26.341128","2014-08-01 10:01:26.341128","2014-07-25 10:01:26.32702","2014-07-25 10:01:26.32702"
228,9209,"recurring","100",NULL,NULL,False,True,"2014-07-25 10:23:17.654452","2014-08-01 10:23:17.654452","2014-07-25 10:23:17.640472","2014-07-25 10:23:17.640472"
229,9212,"recurring","100",NULL,NULL,False,True,"2014-07-25 11:16:09.866332","2014-08-01 11:16:09.866332","2014-07-25 11:16:09.851746","2014-07-25 11:16:09.851746"
230,9218,"recurring","100",NULL,NULL,False,True,"2014-07-25 12:51:35.480978","2014-08-01 12:51:35.480978","2014-07-25 12:51:35.466989","2014-07-25 12:51:35.466989"
231,9218,"recurring","100",NULL,NULL,False,True,"2014-07-25 12:53:08.085109","2014-08-01 12:53:08.085109","2014-07-25 12:53:08.069509","2014-07-25 12:53:08.069509"
232,9222,"recurring","100",NULL,NULL,False,True,"2014-07-25 13:02:32.27238","2014-08-01 13:02:32.27238","2014-07-25 13:02:32.258312","2014-07-25 13:02:32.258312"
233,9225,"recurring","100",NULL,NULL,False,True,"2014-07-25 13:05:55.580024","2014-08-01 13:05:55.580024","2014-07-25 13:05:55.566008","2014-07-25 13:05:55.566008"
234,9229,"recurring","100",NULL,NULL,False,True,"2014-07-25 13:18:15.997658","2014-08-01 13:18:15.997658","2014-07-25 13:18:15.983549","2014-07-25 13:18:15.983549"
235,9231,"recurring","100",NULL,NULL,False,True,"2014-07-25 13:23:07.342871","2014-08-01 13:23:07.342871","2014-07-25 13:23:07.328818","2014-07-25 13:23:07.328818"
236,9233,"recurring","100",NULL,NULL,False,True,"2014-07-25 13:24:13.968406","2014-08-01 13:24:13.968406","2014-07-25 13:24:13.954073","2014-07-25 13:24:13.954073"
237,9235,"recurring","100",NULL,NULL,False,True,"2014-07-25 13:27:19.173791","2014-08-01 13:27:19.173791","2014-07-25 13:27:19.159633","2014-07-25 13:27:19.159633"
238,9239,"recurring","100",NULL,NULL,False,True,"2014-07-25 13:40:41.970968","2014-08-01 13:40:41.970968","2014-07-25 13:40:41.956116","2014-07-25 13:40:41.956116"
239,9242,"recurring","100",NULL,NULL,False,True,"2014-07-25 13:50:07.733955","2014-08-01 13:50:07.733955","2014-07-25 13:50:07.719672","2014-07-25 13:50:07.719672"
240,9243,"recurring","100",NULL,NULL,False,True,"2014-07-25 13:59:05.220127","2014-08-01 13:59:05.220127","2014-07-25 13:59:05.205798","2014-07-25 13:59:05.205798"
242,9250,"recurring","100",NULL,NULL,False,True,"2014-07-25 18:00:59.152635","2014-08-01 18:00:59.152635","2014-07-25 18:00:59.138617","2014-07-25 18:00:59.138617"
243,9251,"recurring","100",NULL,NULL,False,True,"2014-07-25 18:24:19.332904","2014-08-01 18:24:19.332904","2014-07-25 18:24:19.318309","2014-07-25 18:24:19.318309"
275,9354,"recurring","100",NULL,NULL,False,True,"2014-07-28 00:23:35.087199","2014-08-04 00:23:35.087199","2014-07-28 00:23:35.073085","2014-07-28 00:23:35.073085"
244,9251,"recurring","100",NULL,NULL,False,True,"2014-07-25 18:27:59.975369","2014-08-01 18:27:59.975369","2014-07-25 18:27:59.959951","2014-07-25 18:27:59.959951"
168,9015,"recurring",NULL,"0.5",NULL,True,True,"2014-07-24 07:21:54.178497",NULL,"2014-07-24 07:21:54.165322","2014-07-24 07:21:54.165322"
263,9313,"recurring","100",NULL,NULL,False,True,"2014-07-27 02:13:33.369186","2014-08-03 02:13:33.369186","2014-07-27 02:13:33.354954","2014-07-27 02:13:33.354954"
245,9253,"recurring","100",NULL,NULL,False,True,"2014-07-26 03:31:59.095919","2014-08-02 03:31:59.095919","2014-07-26 03:31:59.081141","2014-07-26 03:31:59.081141"
246,9255,"recurring","100",NULL,NULL,False,True,"2014-07-26 03:46:13.355506","2014-08-02 03:46:13.355506","2014-07-26 03:46:13.341081","2014-07-26 03:46:13.341081"
247,9257,"recurring","100",NULL,NULL,False,True,"2014-07-26 04:52:22.74065","2014-08-02 04:52:22.74065","2014-07-26 04:52:22.72623","2014-07-26 04:52:22.72623"
248,9261,"recurring","100",NULL,NULL,False,True,"2014-07-26 08:42:30.999771","2014-08-02 08:42:30.999771","2014-07-26 08:42:30.985422","2014-07-26 08:42:30.985422"
249,9268,"recurring","100",NULL,NULL,False,True,"2014-07-26 12:40:04.140938","2014-08-02 12:40:04.140938","2014-07-26 12:40:04.126617","2014-07-26 12:40:04.126617"
250,9269,"recurring","100",NULL,NULL,False,True,"2014-07-26 12:44:09.880089","2014-08-02 12:44:09.880089","2014-07-26 12:44:09.865973","2014-07-26 12:44:09.865973"
251,9271,"recurring","100",NULL,NULL,False,True,"2014-07-26 12:54:11.945744","2014-08-02 12:54:11.945744","2014-07-26 12:54:11.931472","2014-07-26 12:54:11.931472"
252,9274,"recurring","100",NULL,NULL,False,False,"2014-07-26 12:58:16.92115","2014-08-02 12:58:16.92115","2014-07-26 12:58:16.90689","2014-07-26 12:58:16.90689"
253,9274,"recurring","100",NULL,NULL,False,True,"2014-07-26 12:59:29.080776","2014-08-02 12:59:29.080776","2014-07-26 12:59:29.06639","2014-07-26 12:59:29.06639"
254,9277,"recurring","100",NULL,NULL,False,True,"2014-07-26 13:22:28.60439","2014-08-02 13:22:28.60439","2014-07-26 13:22:28.590067","2014-07-26 13:22:28.590067"
255,9278,"recurring","100",NULL,NULL,False,True,"2014-07-26 13:33:33.13071","2014-08-02 13:33:33.13071","2014-07-26 13:33:33.116498","2014-07-26 13:33:33.116498"
256,9282,"recurring","100",NULL,NULL,False,True,"2014-07-26 13:39:18.562343","2014-08-02 13:39:18.562343","2014-07-26 13:39:18.548204","2014-07-26 13:39:18.548204"
257,9283,"recurring","100",NULL,NULL,False,True,"2014-07-26 14:35:44.931053","2014-08-02 14:35:44.931053","2014-07-26 14:35:44.916672","2014-07-26 14:35:44.916672"
241,9246,"recurring",NULL,"0.5",NULL,True,True,"2014-07-25 14:34:00.797001",NULL,"2014-07-25 14:34:00.782845","2014-07-25 14:34:00.782845"
258,9297,"recurring","100",NULL,NULL,False,True,"2014-07-27 00:19:53.49521","2014-08-03 00:19:53.49521","2014-07-27 00:19:53.481021","2014-07-27 00:19:53.481021"
259,9301,"recurring","100",NULL,NULL,False,True,"2014-07-27 00:28:48.23362","2014-08-03 00:28:48.23362","2014-07-27 00:28:48.220264","2014-07-27 00:28:48.220264"
260,9302,"recurring","100",NULL,NULL,False,True,"2014-07-27 00:34:35.585868","2014-08-03 00:34:35.585868","2014-07-27 00:34:35.571489","2014-07-27 00:34:35.571489"
261,9304,"recurring","100",NULL,NULL,False,True,"2014-07-27 00:54:49.668797","2014-08-03 00:54:49.668797","2014-07-27 00:54:49.65461","2014-07-27 00:54:49.65461"
264,9314,"recurring","100",NULL,NULL,False,True,"2014-07-27 02:14:47.558447","2014-08-03 02:14:47.558447","2014-07-27 02:14:47.544368","2014-07-27 02:14:47.544368"
265,9322,"recurring","100",NULL,NULL,False,True,"2014-07-27 08:44:47.678278","2014-08-03 08:44:47.678278","2014-07-27 08:44:47.663898","2014-07-27 08:44:47.663898"
266,9328,"recurring","100",NULL,NULL,False,True,"2014-07-27 11:39:40.919547","2014-08-03 11:39:40.919547","2014-07-27 11:39:40.90518","2014-07-27 11:39:40.90518"
267,9330,"recurring","100",NULL,NULL,False,True,"2014-07-27 12:07:58.69784","2014-08-03 12:07:58.69784","2014-07-27 12:07:58.683553","2014-07-27 12:07:58.683553"
268,9333,"recurring","100",NULL,NULL,False,True,"2014-07-27 12:44:38.984211","2014-08-03 12:44:38.984211","2014-07-27 12:44:38.970121","2014-07-27 12:44:38.970121"
262,9312,"recurring","100",NULL,NULL,False,False,"2014-07-27 01:50:18.854033","2014-08-03 01:50:18.854033","2014-07-27 01:50:18.834261","2014-07-27 01:50:18.834261"
269,9335,"recurring","100",NULL,NULL,False,True,"2014-07-27 13:06:51.07565","2014-08-03 13:06:51.07565","2014-07-27 13:06:51.060802","2014-07-27 13:06:51.060802"
270,9337,"recurring","100",NULL,NULL,False,True,"2014-07-27 13:25:37.100011","2014-08-03 13:25:37.100011","2014-07-27 13:25:37.085749","2014-07-27 13:25:37.085749"
271,9340,"recurring","100",NULL,NULL,False,True,"2014-07-27 13:38:44.735682","2014-08-03 13:38:44.735682","2014-07-27 13:38:44.721384","2014-07-27 13:38:44.721384"
272,9343,"recurring","100",NULL,NULL,False,False,"2014-07-27 15:11:37.660329","2014-08-03 15:11:37.660329","2014-07-27 15:11:37.644399","2014-07-27 15:11:37.644399"
274,9350,"recurring","100",NULL,NULL,False,True,"2014-07-28 00:10:21.134725","2014-08-04 00:10:21.134725","2014-07-28 00:10:21.120608","2014-07-28 00:10:21.120608"
276,9357,"recurring","100",NULL,NULL,False,True,"2014-07-28 00:49:05.074339","2014-08-04 00:49:05.074339","2014-07-28 00:49:05.060443","2014-07-28 00:49:05.060443"
280,9388,"recurring","100",NULL,NULL,False,True,"2014-07-28 08:41:29.977891","2014-08-04 08:41:29.977891","2014-07-28 08:41:29.962549","2014-07-28 08:41:29.962549"
283,9396,"recurring","100",NULL,NULL,False,True,"2014-07-28 09:50:41.617584","2014-08-04 09:50:41.617584","2014-07-28 09:50:41.603768","2014-07-28 09:50:41.603768"
273,9349,"recurring","100",NULL,NULL,False,True,"2014-07-28 00:08:13.958159","2014-08-04 00:08:13.958159","2014-07-28 00:08:13.944094","2014-07-28 00:08:13.944094"
206,8920,"recurring",NULL,"285.89669004817",NULL,True,False,"2014-07-25 00:12:58.300581",NULL,"2014-07-25 00:12:58.281498","2014-07-25 00:12:58.281498"
281,9388,"recurring","100",NULL,NULL,False,True,"2014-07-28 08:43:58.634609","2014-08-04 08:43:58.634609","2014-07-28 08:43:58.616573","2014-07-28 08:43:58.616573"
285,9401,"recurring","100",NULL,NULL,False,True,"2014-07-28 10:27:49.198459","2014-08-04 10:27:49.198459","2014-07-28 10:27:49.180609","2014-07-28 10:27:49.180609"
291,9427,"recurring","100",NULL,NULL,False,True,"2014-07-29 03:39:28.050169","2014-08-05 03:39:28.050169","2014-07-29 03:39:28.036006","2014-07-29 03:39:28.036006"
301,9451,"recurring","100",NULL,NULL,False,True,"2014-07-29 10:27:08.083878","2014-08-05 10:27:08.083878","2014-07-29 10:27:08.069705","2014-07-29 10:27:08.069705"
306,9474,"recurring","100",NULL,NULL,False,True,"2014-07-29 13:21:00.53694","2014-08-05 13:21:00.53694","2014-07-29 13:21:00.522554","2014-07-29 13:21:00.522554"
308,9477,"recurring","100",NULL,NULL,False,True,"2014-07-29 13:35:30.828387","2014-08-05 13:35:30.828387","2014-07-29 13:35:30.813827","2014-07-29 13:35:30.813827"
277,9368,"recurring","100",NULL,NULL,False,True,"2014-07-28 02:53:05.417118","2014-08-04 02:53:05.417118","2014-07-28 02:53:05.401755","2014-07-28 02:53:05.401755"
284,9400,"recurring","100",NULL,NULL,False,True,"2014-07-28 10:24:33.011091","2014-08-04 10:24:33.011091","2014-07-28 10:24:32.996433","2014-07-28 10:24:32.996433"
289,9425,"recurring","100",NULL,NULL,False,True,"2014-07-29 03:36:45.918531","2014-08-05 03:36:45.918531","2014-07-29 03:36:45.904303","2014-07-29 03:36:45.904303"
290,9426,"recurring","100",NULL,NULL,False,True,"2014-07-29 03:37:35.586761","2014-08-05 03:37:35.586761","2014-07-29 03:37:35.57226","2014-07-29 03:37:35.57226"
294,9431,"recurring","100",NULL,NULL,False,True,"2014-07-29 05:09:25.670342","2014-08-05 05:09:25.670342","2014-07-29 05:09:25.656117","2014-07-29 05:09:25.656117"
295,9431,"recurring","100",NULL,NULL,False,True,"2014-07-29 05:09:56.383822","2014-08-05 05:09:56.383822","2014-07-29 05:09:56.368294","2014-07-29 05:09:56.368294"
298,9445,"recurring","100",NULL,NULL,False,True,"2014-07-29 09:24:40.055605","2014-08-05 09:24:40.055605","2014-07-29 09:24:40.040918","2014-07-29 09:24:40.040918"
304,2058,"recurring","100",NULL,NULL,False,True,"2014-07-29 12:56:51.175275","2014-08-05 12:56:51.175275","2014-07-29 12:56:51.152385","2014-07-29 12:56:51.152385"
313,372,"recurring",NULL,"0.5",NULL,True,True,"2014-07-29 17:28:28.552448",NULL,"2014-07-29 17:28:28.534169","2014-07-29 17:28:28.534169"
278,9381,"recurring","100",NULL,NULL,False,True,"2014-07-28 06:43:53.330745","2014-08-04 06:43:53.330745","2014-07-28 06:43:53.316011","2014-07-28 06:43:53.316011"
279,9384,"recurring","100",NULL,NULL,False,True,"2014-07-28 07:26:13.494564","2014-08-04 07:26:13.494564","2014-07-28 07:26:13.48017","2014-07-28 07:26:13.48017"
286,9405,"recurring","100",NULL,NULL,False,True,"2014-07-28 10:55:51.250592","2014-08-04 10:55:51.250592","2014-07-28 10:55:51.236273","2014-07-28 10:55:51.236273"
296,9437,"recurring","100",NULL,NULL,False,True,"2014-07-29 08:14:44.700266","2014-08-05 08:14:44.700266","2014-07-29 08:14:44.686049","2014-07-29 08:14:44.686049"
297,9440,"recurring","100",NULL,NULL,False,True,"2014-07-29 09:00:46.056767","2014-08-05 09:00:46.056767","2014-07-29 09:00:46.042033","2014-07-29 09:00:46.042033"
299,9445,"recurring","100",NULL,NULL,False,True,"2014-07-29 09:25:34.941606","2014-08-05 09:25:34.941606","2014-07-29 09:25:34.925601","2014-07-29 09:25:34.925601"
300,9450,"recurring","100",NULL,NULL,False,True,"2014-07-29 10:16:20.610464","2014-08-05 10:16:20.610464","2014-07-29 10:16:20.595613","2014-07-29 10:16:20.595613"
302,9451,"recurring","100",NULL,NULL,False,True,"2014-07-29 10:28:07.122157","2014-08-05 10:28:07.122157","2014-07-29 10:28:07.106425","2014-07-29 10:28:07.106425"
309,2084,"recurring","100",NULL,NULL,False,True,"2014-07-29 14:24:27.484276","2014-08-05 14:24:27.484276","2014-07-29 14:24:27.469342","2014-07-29 14:24:27.469342"
312,9488,"recurring","100",NULL,NULL,False,True,"2014-07-29 15:31:16.632406","2014-08-05 15:31:16.632406","2014-07-29 15:31:16.617067","2014-07-29 15:31:16.617067"
282,9390,"recurring","100",NULL,NULL,False,True,"2014-07-28 08:45:09.793913","2014-08-04 08:45:09.793913","2014-07-28 08:45:09.778779","2014-07-28 08:45:09.778779"
482,9638,"recurring",NULL,"299.824980210428",NULL,True,False,"2014-08-11 16:24:30.321059",NULL,"2014-08-11 16:24:29.83212","2014-08-11 16:24:29.83212"
287,9411,"recurring","100",NULL,NULL,False,True,"2014-07-28 13:31:20.967161","2014-08-04 13:31:20.967161","2014-07-28 13:31:20.952825","2014-07-28 13:31:20.952825"
288,9423,"recurring","100",NULL,NULL,False,False,"2014-07-29 03:27:46.083491","2014-08-05 03:27:46.083491","2014-07-29 03:27:46.06876","2014-07-29 03:27:46.06876"
292,9427,"recurring","100",NULL,NULL,False,True,"2014-07-29 03:40:06.085902","2014-08-05 03:40:06.085902","2014-07-29 03:40:06.070209","2014-07-29 03:40:06.070209"
293,9429,"recurring","100",NULL,NULL,False,True,"2014-07-29 04:31:53.008308","2014-08-05 04:31:53.008308","2014-07-29 04:31:52.993977","2014-07-29 04:31:52.993977"
303,9468,"recurring","100",NULL,NULL,False,True,"2014-07-29 12:43:34.016153","2014-08-05 12:43:34.016153","2014-07-29 12:43:33.997748","2014-07-29 12:43:33.997748"
